date	m.id	user	reply to	media	message
2022-03-03T16:59:06+00:00	2617	None	None	video/mp4	⚡️Владимир Зеленський про бункерного сцикуна: «Що ти хочеш від нас? Йди з нашої землі. Не хочеш зараз піти - сядь зі мною за стіл переговорів. Я вільний. Сядь зі мною. Тільки не на 30 метрів, як з Макроном, Шольцем - я ж сусід! Я не кусаюсь! Я нормальний мужик, сядь зі мною, поговори. Чого ти боїшся? Ми нікому не загрожуємо, ми не терористи. Ми не захоплюємо банки.»🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T16:54:48+00:00	2616	None	None	video/mp4	❗️СБУ затримала зрадника, причетного до ракетного обстрілу телевежі у КиєвіВін надавав ворогові інформацію для ведення війни, зокрема, наполегливо агітував розбомбити Київську телевізійну вежу, щоб припинити трансляцію українських телеканалів.У результаті обстрілу телевежі загинули 5 мирних киян.  А мовлення центральних телеканалів було призупинено на короткий проміжок часу. Слідчі СБУ працюють з підозрюваним і встановлюють всіх причетних до обстрілів – щоб кожен винний був покараний!Зрадник понесе сувору відповідальність за свої дії і більше не зможе шкодити Україні та її громадянам. #ПутінуДляГааги#ЗупинимоОкупантів#stoprussia
2022-03-03T16:49:00+00:00	2615	None	None	unknown	ПРИВИДА БІЛЬШЕ НЕМАЄ...(Тьху, тьху, тьху три рази...)ТЕПЕР ВІН ФАНТОМ КИЄВА!Після того як наш ас збив 30-го, було прийнято рішення дати йому новий F-16. Бо якось невдобно, що він на старенькому літакові збиває пачками усі ті росіянські "анало говнет". Треба дбати про історію. Щоб у шкільних підручниках картинка гарніша була. Так тримати! Дай Боже, не останній!   Слава Україні!#stoprussia#StopRussianAggression #RussiaInvadedUkraine https://t.me/operativnoZSU@operativnoZSU
2022-03-03T16:35:37+00:00	2614	None	None	unknown	👆🏻Друзі, вище допис в якому російські активісти в мережу виклали номери рідних солдат, які зараз окуповують наші територіїМи всі з вами чуємо на відео з полоненим, що вони не знали, куди йдуть, то вважаємо, що цих рідних потрібно сповістити про те, що їхні діти/чоловіки вбивають наше мирне населення, тобто вчиняють ГЕНОЦИД УКРАЇНСЬКОЇ НАЦІЇ. І треба пояснити цим рідним, що їхні діти фактично виконують злочинні накази та стають співучасниками цього злочину, як війська Німеччини стали співучасниками Гітлера. А це ж те, що все життя вони "пам'ятають"!‼️Тому телефонуйте, не соромтесь, адже вони: 🔻не посоромились розбудити нас о 4ій ранку і почати бомбити Київ, як Гітлер🔻не посоромились запускати балістичні ракети та скидати бомби на садочки, школи, лікарні, будинки🔻і не соромляться відверто брехати на своїх телеканалах про те, що відбувається у нас в країніСмерть окупантам! 🤬🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T16:25:03+00:00	2613	None	None	unknown	​​Поддержите матерей русских солдат ЮВО!Сегодня, пока в Украине идёт кровопролитная война, матери военнослужащих ВС РФ оплакивают своих погибших детей — они даже не представляли какие «учения» предстоят молодым и перспективным защитникам родины.Многие представительницы прекрасного пола в России до сих пор находятся в неведении судьбы своих детей, ведь командование не жалует их подробностями. Печальные командиры, потерявшие колоссальное количество личного состава, со своей стороны даже не старается успокоить уже обездоленных россиянок. Им остаётся лишь подчищать хвосты и сжигать тела погибших в мобильных крематориях, которые преждевременно установили на линии боевого соприкосновения.«Ваш сын пропал без вести»: «Он на учениях»; «Он скоро приедет«: твердят семьям погибших детей командующие всех мастей. Наглое вранье, Сергей Кужугетович! Массовое сокрытие потерь, убийства мирных жителей и самообстрелы — вот ваше оружие «правого дела». Простому русскому народу давно стали известны ваши методы и Россия устала это терпеть. Принеся войну в чужой дом вы забыли о доме собственном, который сейчас стоит на пороге самого крупного за всю историю гуманитарного и экономического кризисов.Скрывая реальные потери погибших в «военной операции» Сергей Кужугетович, наверное, забыл о том, что в России существуют небезразличные к судьбе военнослужащих ВС РФ люди. Наша организация регулярно вскрывая новые подробности из кулуаров МО РФ, наша цель — только правда, от которой глаза командования ВС РФ зачастую слезоточат, а руки нервно тянутся к бутылке.Итак, как вы знаете, основным массивом живой силы для установления оккупационной власти на украинской земле является ЮВО, силы и средства которого были брошены в самые горячие точки боестолкновений этой заведомо прогнанной россией войны. Мы предлагаем вам не оставаться безучастными, а самолично поддержать телефонным звонком или сообщением солдат русской армии, которые сейчас находятся в сложнейших условиях без еды и воды, без патронов и техники, а также посочувствовать родителям уже погибших «защитников родины от нацизма».Представляем вам списки военнослужащих ВС РФ из ЮВО, которых командование отправило убивать мирных граждан Украины. В документах содержаться ФИО, телефоны, контактные данные солдат, а также их родителей.Не стойте в стороне, внесите свой вклад в сохранение жизней граждан России‼️‼️‼️👉Номера матерей ЮВО👈 (Заходи с VPN🤫)@sleynam
2022-03-03T15:55:06+00:00	2612	None	None	unknown	n/a
2022-03-03T15:55:06+00:00	2611	None	None	video/mp4	‼️ Черговий ФЕЙК від бояришнікСінемаЩе одна спроба ординців скомпрометувати Український Народ!❗️Але бракоділи знову прорахувались, на цей раз забули змінити номера ДиНиРи на машинах. Та й гра «акторів» не вселяє довіри🤮Разом до Перемоги✊#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T15:55:06+00:00	2610	None	None	unknown	n/a
2022-03-03T15:42:57+00:00	2609	None	None	unknown	​​ВАЖЛИВО❗️❗️❗️Наша спільна робота з виявлення ворожих ДРГ настільки ефективна, що ворог вирішив скористатися і цією темою. Тож тепер поширює чергові фейки, щоб ввести в оману українських захисників.А саме: у меседжерах «розганяють» списки з персональними даними та фото нібито членів ДРГ, які працюють проти України. Проте ці переліки формують самі окупанти! І використовують для них дані українських правоохоронців, таким чином видаючи їх за диверсантів.Це тактика російських загарбників, мета якої – створити хаос і дезорієнтувати  захисників України, налаштувати їх один проти одного.Служба безпеки закликає не поширювати такі фейки та не допомагати ворогам!Адже на додачу до власної контррозвідувальної інформації СБУ отримує від вас повідомлення про учасників ДРГ через офіційний чат-бот ➡️ @stop_russian_war_botТаким чином, правоохоронці та силовики володіють достовірними даними про ворожі ДРГ. І вони точно не будуть «гуляти» у вільному доступі у вигляді списків.Ми робимо все можливе, щоб на українській землі не залишилося жодного окупанта і диверсанта! Замість поширення фейкових списків, повідомляйте про реальних диверсантів на офіційний чат-бот, до тероборони ЗСУ чи в поліцію.#ЗупинимоОкупантів#stoprussia#СТОЇМО
2022-03-03T15:32:03+00:00	2608	None	None	unknown	🤬УВАГА ‼️ пішов ФЕЙК В МЕРЕЖІ‼️ усі збиваємо і блокуємо його, бачите в мережі - видаляйте, не поширюйте, блокуйте! Надсилайте скарги! Друзі, не дамо москалям виграти війну🔥#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T15:10:00+00:00	2607	None	None	video/quicktime	🤬 Зруйнувана школа після авіаудару  мордорськими варварами #stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T15:06:31+00:00	2606	None	None	unknown	⚡️Переговори розпочалися Ключові питання порядку денного: ▪️Негайне припинення вогню ▪️Перемир'я ▪️ Гуманітарні коридори для евакуації мирних жителів із зруйнованих або постійно обстрілюваних сіл/міст🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T15:05:23+00:00	2605	None	None	no	⚡️ Підтримуємо ЗСУ навіть у звичайному спілкуванніРозробили стікерпак, щоб вам було простіше доносити важливі думки у звичайному спілкуванні. Завантажуйте тут: https://t.me/addstickers/war2022ukraineВіримо в ЗСУ. Віримо в Україну 🇺🇦🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T14:54:00+00:00	2604	None	None	video/mp4	🔥 Розбита колона окупантів у Вознесенську Миколаївської області#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T14:41:00+00:00	2603	None	None	unknown	⚡️ Російські солдати знали правду про вторгнення в Україну▪️Про це заявив голова Миколаївської ОДА Віталій Кім, додавши відповідне фото#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T14:29:01+00:00	2602	None	None	video/quicktime	❗️Жахливі кадри з центра Харкова▪️На відео момент влучання ворожого снаряду#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:59:00+00:00	2601	None	None	video/mp4	❗️ Ось як мешканці Мелітополя реагують на російських військовихСлава Україні!Разом до перемоги!✊#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:50:00+00:00	2600	None	None	video/mp4	❗️Байрактар каже "Привіт"▪️ чергова розбита колона свинособак#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:43:09+00:00	2599	None	None	unknown	⚡️ Які ЗМІ та соцмережі зіткнулися з блокуванням або обмеженням роботи в Росії після початку війниЛаскаво просимо у світ «правди».Підписатись на Інформує Україна
2022-03-03T13:43:01+00:00	2598	None	None	no	⚡️Головнокомандувач ЗС України ▪️ Російське військове керівництво провело мобілізацію на тимчасово окупованих територіях Донецької і Луганської областей та формує підрозділи у складі 1 і 2 армійських корпусів для штурму населених пунктів на підконтрольній Україні території. ▪️ Більшість із цих людей мають російські паспорти. Зараз частину наших земляків перекидають через територію Ростовської області, Краснодарський край та тимчасово окупований Крим для проведення морської наступальної операції із захоплення Одеси. Іншу частину вивезли в Бєлгород для штурму Києва в першому ешелоні у якості “гарматного м’яса”.▪️Це воєнний злочин і кричуще порушення Конвенції про захист цивільного населення під час війни.Також це черговий доказ повного підпорядкування 1 і 2 АК 8-ій армії ЗС РФ.#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:36:00+00:00	2597	None	None	unknown	⚡️Сьогодні полудурка Іллю Ківу офіційно виключили із фракції ОПЗЖ▪️Клоунів навіть свої вже зневажають#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:22:00+00:00	2596	None	None	unknown	❗️ Наслідки авіаудару у селі Яковлівка у Харківській області#stoprussia#stopwar🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T13:07:01+00:00	2595	None	None	video/mp4	⚡️«Я не хочу вбивати, але якщо прийдуть вбивати мене чи мою сім'ю - уб'ю»Український боксер Олександр Усік в інтерв'ю CNN#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T12:56:34+00:00	2594	None	None	unknown	❗️ московія могла атакувати своє ж село, щоб обвинити в цьому УкраїнуПро це повідомляє Міністр закордонних справ України Дмитро Кулеба#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T12:38:00+00:00	2593	None	None	unknown	⚡️Покажіть це нашим військовим▪️Чудовий лайфгак#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T12:27:00+00:00	2592	None	None	video/mp4	❗️ Деякі російські солдати вже починають розуміти, що їх кинули на гарматне м'ясоНе їли чотири дні, воювати не хочуть. Здавайтесь - відправимо додому!🔥 ворожі "війська" максимально деморалізовані#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T12:14:00+00:00	2591	None	None	unknown	⚡️Українська делегація вилетіла на переговори із РФ#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T12:12:59+00:00	2590	None	None	no	🔥Важливо🔥Інформація від СБУ👇♦️У російському селі Поповка, яке межує з Краснопільським районом Сумської області, рашистські «Гради» розгорнули у бік РФ по ходу руху від українського кордону.♦️У СБУ припускають, що окупанти готуються влаштувати провокацію та обстріл своєї території - з метою звинувачення України в атаці цивільного населення РФ.♦️СБУ просить максимально поширити це повідомлення, щоб оприлюднити його і зірвати провокацію.🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:50:01+00:00	2589	None	None	unknown	Злочини Росії проти України: авіудар по житловому масиву в центрі ЧерніговаПошкоджені багатоквартирні будинки, вибиті вікна. Поблизу немає ЖОДНИХ військових об’єктів. Натомість, поруч знаходяться лікарні, декілька шкіл та дитсадків, десятки багатоповерхівок.На місці працюють рятувальники. Інформація про жертв та постраждалих уточнюється.Атаки російських окупантів продовжуються. Просимо людей не виходити з укриттів.Джерело: Чернігівська ОДА#злочинивійни #военныепреступленияроссии
2022-03-03T11:50:01+00:00	2588	None	None	unknown	n/a
2022-03-03T11:50:01+00:00	2587	None	None	unknown	n/a
2022-03-03T11:50:01+00:00	2586	None	None	unknown	n/a
2022-03-03T11:47:28+00:00	2585	None	None	video/mp4	Як точилися бої за ГостомельЗнищена техніка окупанта, і наш улюблений літак "Мрія", що догорає.🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:38:19+00:00	2584	None	None	unknown	​​🔥 Підрозділом ГУР МО України захоплено ворожу командно-штабну машинуКШМ передано для використання до ЗС України.2 березня на північно-західному напрямку Києва підрозділ Головного управління розвідки Міністерства оборони України захопив російський модуль розвідки та управління 9С932-1 (Барнаул-Т).🔴 Призначення машини – здійснення розвідки повітряних цілей. Мета її перебування на нашій території – протидія роботі української авіації.Під час бою екіпаж зазначеного модуля знищено.Разом з машиною до рук українських розвідників потрапила документація відповідного підрозділу окупантів, особисті документи російських військових, карти та засоби зв’язку.Наразі машину передано в розпорядження 72 окремої механізованої бригади імені Чорних Запорожців. Вона вже перебуває на бойовому чергуванні.Захоплені документи ретельно вивчаються українськими розвідниками. Опрацьовуються особисті дані російських військовослужбовців, участь яких у війні проти України відтепер офіційно задокументовано.Перші висновки з вивчених документів: в російській армії величезна проблема з розкраданням військового майна. Згідно зі знайденими в машині рапортами командирів, у низці бойових машин підрозділу відсутні стаціонарні засоби зв’язку та необхідне обладнання.Особисті документи росіян стануть частиною доказової бази у міжнародних судах. Жоден окупант не уникне покарання.Детально + фото документів: https://gur.gov.ua/content/pidrozdilom-hur-mo-ukrainy-zakhopleno-vorozhu-komandnoshtabnu-mashynu.html
2022-03-03T11:31:57+00:00	2583	None	None	no	💪🏼 Арестович попросив українців, котрі захопили техніку російських окупантів, не знищувати її. Вона потрібна ЗСУ.🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:26:01+00:00	2582	None	None	unknown	⚡️Білоруські військові збунтувалися та відмовляються наступати на УкраїнуКомандири в розгубленості бігають по колоні і змушують виконувати наказ🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:21:02+00:00	2581	None	None	unknown	😅 Могутня армія рф🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:15:54+00:00	2580	None	None	unknown	⚡️Яке ж чудове відео!Все у нас буде добре! Віримо в ЗСУ!Разом до перемоги✊Обов‘язково до перегляду та поширення!#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T11:09:38+00:00	2579	None	None	video/mp4	Як нам стало відомо, ось так закінчиться війна між Україною та росією.І ми вам обіцяємо, що докладемо усіх зусиль, щоб окупант не зміг вільно ходити по нашій землі 😉
2022-03-03T11:02:13+00:00	2578	None	None	unknown	Наші ❤️❤️❤️🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:46:01+00:00	2577	None	None	unknown	❗️Росія вже здувається. Свинособака лавров змінив ультимативний тон і навіть визнав загибель цивільних людей▪️ Це перший крок. А закінчиться все репараціями та судом у Гаазі, де сам лавров буде засуджений як один із головних військових злочинців. ☝️ Якщо до того часу не буде ліквідовано#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:34:01+00:00	2576	None	None	no	🔥 Ворог втратив колону техніки на Чернігівщині і літак під ВолновахоюУкраїнська армія продовжує нищити російських окупантів:🔻 Під Волновахою українська протиповітряна оборона збила російський винищувач-бомбардувальник СУ-34. Його пілоти більше не будуть обстрілювати мирне населення і інфраструктуру міста.🔻 На Чернігівщині наші захисники спалили цілу колону ворожої техніки. Вона вже нікуди не доїде.🔻 Ще одна російська колона згоріла у селі Московський Бобрик на Сумщині, неподалік від кордону з Полтавською областю.Смерть ворогам!#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:30:41+00:00	2575	None	None	no	❗️❗️❗️ Шановні громадяни ❗️❗️❗️ 🇺🇦 Кіберполіція закликає українців допомогти  в інформаційній боротьбі 👋📌 Ми блокуємо ворожі канали, аккаунти та групи, які розповсюджують дезінформацію, а також інформацію щодо місць дислокацій ЗСУ 🇺🇦Долучайтесь до каналу «StopRussiaChannel | MRIYA»➡️ https://t.me/stoprussiachannelРОЗМІЩУЙТЕ ЦЮ ІНФОРМАЦІЮ НА СВОЇХ РЕСУРСАХРОЗПОВСЮДЖУЙТЕ ЧЕРЕЗ СВОЇХ ЗНАЙОМИХДля того, щоб ефективніше блокувати ворожі ресурси нам потрібно більше користувачів📱 Ваші смартфони – Ваша зброя!🇺🇦🇺🇦🇺🇦 СЛАВА УКРАЇНІ ❗️❗️❗️
2022-03-03T10:21:08+00:00	2574	None	None	unknown	🇺🇦Футболіст Карпат – Герой України. ПосмертноВіталій Сапіло був командиром танкового взводу й знищив три десятки одиниць техніки окупанта.Ми пам'ятатимемо всіх Героїв України! Ми помстимося! Перемога за нами!🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:20:13+00:00	2573	None	None	no	❗️Десант орків підходить до Одеси: 4 великі десантні кораблі та кораблі підтримки💪  ЗСУ вже готові їх зустрічати у найкращих традиціях#stoprussia🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:15:32+00:00	2572	None	None	unknown	Латвія надала Україні 90 безпілотників Латвія ❤️🇺🇦🇺🇦 Підписатись | Надіслати інфо про техніку
2022-03-03T10:10:56+00:00	2571	None	None	unknown	​​СБУ: викриваємо диверсантів, працюємо для перемоги!Українська спецслужба non-stop виявляє зрадників і диверсантів, які діють на користь окупантів. Тільки протягом вчорашнього дня було викрито:🔹 Івано-Франківськ:СБУ затримала коректувальника вогню, який навів удар російського «Калібру» на Івано-Франківський аеродром.Диверсант прибув до міста за добу до широкомасштабного вторгнення в Україну. Він поселився неподалік від аеропорту. А напередодні ракетно-бомбового удару РФ передав ворогу інформацію про місцезнаходження об’єкта. Внаслідок бомбардування  інфраструктура аеропорту була зруйнована, про що диверсант відзвітував окупантам. СБУ затримала диверсанта у момент корегування іншого стратегічного об’єкта. 🔹 Київ:Спецпризначенці СБУ нейтралізували диверсійну групу ворога. Її головним завданням був збір даних про розташування військових частин на території столиці. Вцілілих диверсантів передано правоохоронцям.🔹 Запоріжжя:Затримано місцевого мешканця, який за гроші погодився допомогти ворогу – фотографував укріплення військових у місті та відправляв дані російським кураторам.🔹 Луганщина:СБУ викрила зрадників серед посадовців місцевих органів влади. Наші слідчі розслідують державну зраду керівників Марківської та Міловської об’єднаних територіальних громад Луганської області, що перейшли на бік ворога. Вони закликали місцевих мешканців не чинити спротив російським окупантам та сприяли воєнній агресії проти України.🔹 Черкащина: Двох зрадників СБУ викрила також у місті Сміла. Посадовці місцевих органів влади планували перейти на бік ворога та допомагати загарбникам. Наразі триває слідство, їм загрожує 15 років позбавлення волі.СБУ нагадує, що державна зрада – один із найтяжчих злочинів. І кожен зрадник буде покараний!Разом переможемо!#ЗупинимоОкупантів#stoprussia#СТОЇМО
2022-03-03T10:06:38+00:00	2570	None	None	video/mp4	Друзі! Дорогі кияни! Ситуація в місті складна, але контрольована. Вночі в столиці прогриміло кілька вибухів. – Це працювали системи ППО Збройних сил, які збивали ворожі ракети. Руйнувань і постраждалих, слава Богу, немає.Пошкоджену вчора теплотрасу біля залізничного вокзалу тепловики сьогодні відновлять. Міська влада продовжує забезпечувати роботу критичної інфраструктури Києва. Хочу окремо подякувати столичним комунальникам. Які, окрім виконання професійних обов‘язків, також долучилися до допомоги гуманітарному штабу, волонтерам.І возять сьогодні зерно на «Київхліб», розвозять їжу, гуманітарну допомогу киянам. Доставляють їжаки, блоки, пісок для тероборони. Це – працівники міських ШЕУ, «Київміськсвітла». «Київпастрансу», Центру організації дорожнього руху та інших служб. Хочу зазначити, що прибирати сміття в місті, розвозити продукти, служби можуть до комендантської години. Тобто – з 7:00 до 20:00.
