date	m.id	user	reply to	media	message
2022-03-03T12:44:53+00:00	1265	None	None	no	🔴 Деморалізований ворог продовжує нести втрати. Оновлення від Генштабу ЗСУ:🔻 Окупанти продовжують використовувати мирне населення у якості живого щита: активно застосовують «Град», «Смерч» та «Ураган».🔻 На Волинському напрямку ворог перейшов до оборони. 🔻 Окупанти зосередили основні зусилля на Київському напрямку і не полишають спроб блокувати столицю з північного та північно-західного напрямків. 🔻 На Слобожанщині вороги зупинені на рубежах в районах Охтирки, Богодухова, Чугуїва та селища Шевченкове.🔻 На Сумському напрямку ворог продовжує утримати в облозі населені пункти Суми, Лебедин та Охтирка.🔻 На Харківському напрямку ворог змушений перейти до оборони, але ймовірно здійснить чергову спробу оточити Харків з півдня.🔻 На Донеччині Маріуполь стійко тримається, адмінкордони Донецької та Луганської областей для ворога – недосяжні.🔻 На Таврійському напрямку противник намагається продовжити наступ у напрямку Запоріжжя, частиною сил – на Маріуполь. 🔻 На Сумщині підрозділи ЗСУ передовою групою вийшли на рубежі по лінії Державного кордону у Сумській області.Деморалізований ворог продовжує нести втрати! Разом переможемо! Слава Україні!#stoprussia
2022-03-03T12:36:55+00:00	1264	None	None	no	❗️Важливо. Інформація від СБУ❗️У російському селі Поповка, яке межує з Краснопільським районом Сумської області, російські «Гради» розгорнули у бік РФ у ході руху ВІД українського кордону.У СБУ припускають, що окупанти готуються влаштувати провокацію та обстріл своєї території - з метою звинувачення України в атаці цивільного населення РФ.СБУ просить максимально поширити це повідомлення, щоб оприлюднити його і зірвати провокацію.#stoprussia
2022-03-03T12:20:23+00:00	1263	None	None	unknown	🔴 Херсонську ОДА зайняли окупанти, але влада не здає містоРосійські окупанти тимчасово зайняли будівлю Херсонської обласної держадміністрації, написав у Facebook голова ОДА Геннадій Лагута.«Проте ми не покинули своїх обов'язків! Обласний оперативний штаб, який я очолюю, продовжує працювати та вирішувати нагальні питання щодо допомоги жителям області. Чекаємо на гуманітарну допомогу», — написав Лагута.#stoprussia
2022-03-03T12:10:42+00:00	1262	None	None	unknown	n/a
2022-03-03T12:10:42+00:00	1261	None	None	unknown	🔴 Перемовини з Росією починаються за дві години«Через дві години стартуємо. Програма мінімум — гуманітарні коридори» — повідомив керівник фракції «Слуга народу» Давид Арахамія та виклав фото з радником голови Офісу Президента Михайлом Подоляком на фоні гелікоптера. #stoprussia
2022-03-03T12:01:09+00:00	1260	None	None	video/mp4	«У командування РФ немає жодної тактики, ми просто виживаємо тут... Хлопці в Росії, пишіть рапорти, не їдьте сюди, краще залишайтесь зі своїми сім’ями. Тут ви всі ляжете»Ще один російський окупант усвідомив, що за вторгнення в Україну більшість загарбників заплатить своїм життям. Його було взято в полон під Житомиром. І прозріння наступило тільки після того, як його «колег по зброї» знищили українські ЗСУ.Що ще розповіли російські окупанти на допиті контррозвідки СБУ – дивіться у нашому відео. І, будь ласка, поширюйте це відео, щоб родичі цих «вояків» усвідомлювали, хто приніс війну в Україну, і що ми будемо стояти до перемоги.А ми - продовжуємо захищати свою країну!Разом переможемо! Слава Україні!#ЗупинимоОкупантів#stoprussia#СТОЇМО
2022-03-03T12:00:42+00:00	1259	None	None	unknown	n/a
2022-03-03T12:00:42+00:00	1258	None	None	unknown	🔴 Ворожа авіація вдарила по південних передмістях Києва🔻 Потужного авіаудару зазнало селище Гатне біля межі Києва з боку масиву Теремки.🔻 Загинула одна людина, ще одна отримала травми, повідомляє ДСНС.🔻 Там сильно пошкоджені приватні будинки, повідомляє поліція Київської області.🔻 Один приватний будинок загорівся, на місці працюють поліція і рятувальники.#stoprussia
2022-03-03T11:40:35+00:00	1257	None	None	unknown	🔴 Усі АЕС України працюють в штатному режиміЕнергоатом офіційно повідомляє:🔻 Станом на 9:00 3 березня атомні електростанції України безпечно і стабільно працюють🔻 Поточна потужність всіх чотирьох українських АЕС забезпечує необхідні обсяги електроенергії.🔻 Порушень умов безпечної експлуатації немає. Радіаційний, протипожежний та екологічний стан на АЕС і прилеглих до них територіях не змінювався й перебуває у межах норми🔻 Найбільш загрозлива ситуація склалася в районі Запорізької АЕС – найбільшої атомної електростанції в Європі. Військові РФ відверто тероризують працівників станції та мешканців її міста-супутника Енергодар🔻 Україна закликає МАГАТЕ створити 30-кілометрові безпечні зони навколо українських АЕС#stoprussia
2022-03-03T11:20:51+00:00	1256	None	None	unknown	🔔 Державна служба спеціального звʼязку та захисту інформації України відповідає за урядовий та спеціальний  звʼязкок, захист інформації, кіберзахист.Держспецзвʼязку також є адміністратором звʼязку України і здійснює трансляцію національних телерадіопрограм.Переглянути та підписатися 👉 https://t.me/dsszzi_officialТвіттер англійською мовою 👉 https://twitter.com/dsszziФейсбук👉 https://www.facebook.com/dsszzi
2022-03-03T11:16:03+00:00	1255	None	None	unknown	n/a
2022-03-03T11:16:03+00:00	1254	None	None	unknown	🔴 У Чернігові російські ракети вдарили в житловий масив🔻 Російські війська вдарили ракетами по багатоповерховому житловому масиву у центрі Чернігова.🔻 Чимало багатоквартирних будинків пошкоджені, вибиті вікна, пошкоджені стіни, покрівлі, балкони, подекуди знищені стіни і перекриття.🔻 Поблизу – жодних військових об’єктів. Поруч – лікарні, декілька шкіл та дитсадків, десятки багатоповерхівок.🔻 Інформація про жертви та постраждалих уточнюється, повідомив голова Чернігівської ОДА В'ячеслав Чаус.Росія продовжує коїти воєнні злочини!#stoprussia
2022-03-03T11:10:44+00:00	1253	None	None	unknown	🔴 Добровольці-іноземці з українцями боронять УкраїнуПерші з 16 тисяч іноземних добровольців їдуть захищати Україну, зявив президент України.🔻Раніше голова МЗС Кулеба розповідав, що вони з 16 країн, зокрема з Великобританії, Литви, Латвії, Естонії, Польщі, Ізраїлю і інші.🔻 Командир добровольчого «Грузинського легіону» Мамука Мамулашвілі каже, що добровольці «це люди з великим бойовим досвідом, які пройшли місії в Іраку, Афганістані, Ірані. Ці люди вже пройшли по декілька воїн, у них хороший досвід. Нещодавно до нас приєдналися добровольці із США, Албанії, Філіппін, Мексики, Бразилії».🔻 Нагадаємо, раніше президент України закликав усіх небайдужих громадян іноземних держав приєднатися до Інтернаціонального легіону територіальної оборони України, щоб повернути безпеку у Європу та світ.#stoprussia
2022-03-03T11:01:37+00:00	1252	None	None	unknown	​​🔻Чергова добірка санкцій проти Росії за останню добу▪️ Росію та Білорусь дискваліфіковано з Паралімпійських ігор у Пекіні. Тепер вороги не зможуть брати в них участь навіть під нейтральними назвами▪️ Бразильський авіавиробник Embraer призупинить постачання в Росію запчастин для своїх літаків та не обслуговуватиме авіапарк російських компаній▪️ Mercedes-Benz та Suzuki призупинили російське виробництво. Постачання техніки окупантам теж не буде▪️ Магазини техніки Canon призупиняють роботу на території агресора▪️ Чемпіонати світу з риболовлі не допустять до змагань росіян та білорусів▪️ Через дефіцит електронних запчастин російська компанія «Автоваз»‎ призупиняє збирання техніки▪️ Міжнародна федерація кішок заборонила російським котам брати участь у міжнародних виставках через напад Росії на Україну▪️ Lego припинили постачання своєї продукції до магазинів Росії▪️ Канада вводить нові санкції щодо Росії, у списку 10 ключових співробітників Газпрому та Роснафти та інші окупантиЗгинуть наші воріженьки, як роса на сонці, запануєм і ми, браття, у своїй сторонці! 🇺🇦
2022-03-03T10:45:32+00:00	1251	None	None	unknown	🔥 Під Миколаєвом міст підірвали разом з російським танком🔻 2 березня у селі Калинівка під Миколаєвом захисники підірвали шляхопровід через залізницю.🔻 У момент підриву на мості був і російський танк.Фото опублікував голова Миколаєвської ВЦА Віталій Кім.#stoprussia
2022-03-03T10:30:26+00:00	1250	None	None	unknown	​​СБУ: викриваємо диверсантів, працюємо для перемоги!Українська спецслужба non-stop виявляє зрадників і диверсантів, які діють на користь окупантів. Тільки протягом вчорашнього дня було викрито:🔹 Івано-Франківськ:СБУ затримала коректувальника вогню, який навів удар російського «Калібру» на Івано-Франківський аеродром.Диверсант прибув до міста за добу до широкомасштабного вторгнення в Україну. Він поселився неподалік від аеропорту. А напередодні ракетно-бомбового удару РФ передав ворогу інформацію про місцезнаходження об’єкта. Внаслідок бомбардування  інфраструктура аеропорту була зруйнована, про що диверсант відзвітував окупантам. СБУ затримала диверсанта у момент корегування іншого стратегічного об’єкта. 🔹 Київ:Спецпризначенці СБУ нейтралізували диверсійну групу ворога. Її головним завданням був збір даних про розташування військових частин на території столиці. Вцілілих диверсантів передано правоохоронцям.🔹 Запоріжжя:Затримано місцевого мешканця, який за гроші погодився допомогти ворогу – фотографував укріплення військових у місті та відправляв дані російським кураторам.🔹 Луганщина:СБУ викрила зрадників серед посадовців місцевих органів влади. Наші слідчі розслідують державну зраду керівників Марківської та Міловської об’єднаних територіальних громад Луганської області, що перейшли на бік ворога. Вони закликали місцевих мешканців не чинити спротив російським окупантам та сприяли воєнній агресії проти України.🔹 Черкащина: Двох зрадників СБУ викрила також у місті Сміла. Посадовці місцевих органів влади планували перейти на бік ворога та допомагати загарбникам. Наразі триває слідство, їм загрожує 15 років позбавлення волі.СБУ нагадує, що державна зрада – один із найтяжчих злочинів. І кожен зрадник буде покараний!Разом переможемо!#ЗупинимоОкупантів#stoprussia#СТОЇМО
2022-03-03T10:23:00+00:00	1249	None	None	unknown	🔴 Росія офіційно стала «інвестиційним дном»🔻 Morgan Stanley Capital International – індекс, що відображає ситуацію на світовому фондовому ринку – більше не вважає РФ країною, придатною для інвестицій. «Потрібно припинити індексацію російських цінних паперів у переліку MSCI Emerging Markets», – заявили у Morgan Stanley.🔻 Міжнародне рейтингове агентство Fitch знизило довгостроковий рейтинг дефолту емітента в іноземній валюті Росії з BBB до B з негативним прогнозом. Пояснюємо, «B» – це практично інвестиційне дно.🔻 Курс долара 3 березня піднявся вище за позначку в 110 рублів. Це абсолютний історичний максимум. Євро пробив позначку 122 рублі.Як шкода, як шкода.#stoprussia
2022-03-03T10:11:30+00:00	1248	None	None	no	🔴 Росія наближається до Гаазького суду, а прикордонники на Сумщині витіснили окупантівНовини на восьмий день війни від секретаря РНБО Олексія Данилова:  🔻 Прикордонники спільно з підрозділами ЗСУ вийшли на лінію державного кордону на Сумщині. Вони відмінно виконують завдання з нещадного знищення російських окупантів на території України.  🔻 Російська влада прискорено наближається до лави підсудних Гаазького трибуналу. Безпрецедентна подія для світової історії, коли дані щодо злочинів РФ передали одразу 39 країн.  🔻 Протягом доби російським окупаційним військам не вдалося значно просунутися на жодному з напрямків, наступ було зупинено.   🔻 Керівництво Білорусі все більше фіксується як посібники держави-терориста РФ.  🔻 Найгарячіший напрямок доби – одеський. Але і тут, як і по всій Україні, окупанта чекають не з квітами, а з вогнем, барикадами і коктейлем «Спротив».  🔻 Російські сили деморалізовані, а українські з кожним днем все більш мотивовані.  #stoprussia
2022-03-03T09:39:19+00:00	1247	None	None	unknown	💪🏻 Ворог втратив колону техніки на Чернігівщині і літак під ВолновахоюУкраїнська армія продовжує нищити російських окупантів:🔻 Під Волновахою українська протиповітряна оборона збила російський винищувач-бомбардувальник СУ-34. Його пілоти більше не будуть обстрілювати мирне населення і інфраструктуру міста.🔻 На Чернігівщині наші захисники спалили цілу колону ворожої техніки. Вона вже нікуди не доїде.🔻 Ще одна російська колона згоріла у селі Московський Бобрик на Сумщині, неподалік від кордону з Полтавською областю.Смерть ворогам!#stoprussia
2022-03-03T09:32:37+00:00	1246	None	None	no	🔴 Зеленський Путіну: «вчіть слово репарації та контрибуції»  Що сказав президент України у своєму зверненні:  🔻 Рівно тиждень тому Україну атакував інший вірус, інша хвороба... Гострий припадок агресії, манія величі, манія переслідування. Важкі психологічні комплекси, як наслідок – ракетні комплекси.  🔻 Реактивна артилерія, танки та інша бронетехніка просто як саранча. Перші години і дні повномасштабної війни були дійсно дуже складними, але ми були єдиними, а отже сильними, а отже вистояли. 🔻 Стоїмо так, що окупанти змушені були міняти свою тактику. Ракетно-бомбові удари Росії по українських містах - це зізнання, що вони не змогли зробити нічого суттєвого на нашій землі. 🔻 Усі лінії нашої оборони збережені. На жодному зі стратегічних напрямків у ворога немає успіху. Вони пригнічені, вони приречені.  🔻 Херсон, Ізюм, усі інші міста, по яким окупанти били з повітря - нічого їм не віддали. Чернігів, Суми, Миколаїв – тримають оборону. Одеса: вони хочуть зруйнувати нашу Одесу. Але побачать лише дно Чорного моря, бо вони дно.  🔻 Мішенню Росії став Успенський собор у Харкові. Одна з найдавніших православних пам’яток міста. На час війни собор - це укриття для харків’ян. Святе місце тепер побите війною.  🔻 Ми відновимо кожний будинок, кожну вулицю, кожне місто і говоримо Росії: «вчіть слово репарації та контрибуції». 🔻 Ви виходите і розповідаєте своїм пропагандистам, що збираєтесь послати в Україну так звані «гуманітарні колони». Запам’ятайте, безбожники, коли мільйони людей проклинають – вам нічим рятуватись.  🔻 Українці у всіх регіонах, які обпалені війною, отримають від нас все необхідне.  Уряд вже підготував програму спеціальної допомоги для всіх Українців, які втратили можливість працювати. Кожен найманий працівник, кожен ФОПівець отримає по 6,5 тисяч гривень без жодних умов.  🔻 Попри війну ми забезпечуємо повну виплату пенсій. Проіндексованих пенсій. З першого березня пенсії для українців проіндексовані на 14%.  #stoprussia
2022-03-03T09:07:55+00:00	1245	None	None	unknown	🔴 Увага! Списки «з особистими даними членів ДРГ» – можуть бути фейком!Українські силові органи попереджають:🔻 Фейкові списки «членів ДРГ» складає і вкидає ворог.🔻 У ці списки включають справжніх українських силовиків, які видаються ворогом за членів ДРГ.🔻 Мета ворога – посіяти хаос, щоб наші захисники били один одного.Не ведіться і не поширюйте!Українські органи безпеки чудово знають про справжніх диверсантів, але ці дані не публікуються і публікуватися не можуть. Силовики роблять все можливо для того, щоб на нашій території взагалі не залишилось жодної ДРГ окупанта.#stoprussia
2022-03-03T08:57:22+00:00	1244	None	None	unknown	🔴 На Луганщині ворог продовжує тероризувати мирне населення: двоє людей загинуло🔻 Під час російських обстрілів Попасної двоє місцевих жителів загинули, ще шестеро – поранені, повідомив голова Луганської військово-цивільної адміністрації Сергій Гайдай.🔻 Контузії зазнав начальник відділу з питань надзвичайних ситуацій Попаснянської міської ВЦА, який під обстрілами рятував життя жінок та дітей.🔻 Війська противника у Лисичанську вночі вели артилерійський вогонь по житлових будинках та цілеспрямовано руйнують міську інфраструктуру.🔻 Пошкоджено школу №20, дитячий центр «Лелека», а також майже всі комунальні об'єкти.🔻 Майже 30 000 людей в районі заводу ГТВ (РТІ) залишилися без води, ще близько 10 000 – без електроенергії.🔻 ДСНС ліквідовує пошкодження після цинічних обстрілів окупантаУсі військові злочини буде задокументовано, на злочинців очікує суд. І звісно, Збройні сили України виб'ють ворога за першої ж миті, як це традиційно вже відбувається по всіх містах.#stoprussia
2022-03-03T08:42:22+00:00	1243	None	None	no	🔥 Українські сили збили ворожий літак СУ-30 над Ірпенем!   Розрахунок комплексу ППО відпрацював на відмінно, написав Головнокомандувач ЗСУ Валерій Залужний.  Так тримати!#stoprussia
2022-03-03T08:21:09+00:00	1242	None	None	unknown	🔴 Запоріжжя закрило греблю ДніпроГЕС для авто🔻 Рух автотранспорту через греблю Дніпрогес повністю перекрито, повідомляє Запорізька міськрада.🔻 Громадський транспорт з Дніпровського району до центру теж не ходитиме.🔻 Це вимушені заходи задля захисту міста від ворога.Гребля Дніпрогесу сполучає західну частину Запоріжжя на правому березі Дніпра, зокрема Дніпровський район, з центральною частиною на лівому. На інший берег Дніпра в Запоріжжі можна потрапити і через острів Хортиця та новий вантовий міст, який відкрили у січні 2022 року.#stoprussia
2022-03-03T08:13:05+00:00	1241	None	None	no	🔴 Стала відома точна кількість убитих в автобусі Харків-Торецьк  🔻26 лютого росіяни обстріляли автобус сполученням Харків-Торецьк. На жаль, цифра змінилась. Як повідомляє Донецька ОДА, це не одна людина, як вважалося за попередніми даними, а сім. Увесь цей час вороги просто не давали вивезти тіла. Нарешті це зроблено.  🔻Що стосується Маріуполя, то кільки там постраждалих за цю ніч поки що сказати неможливо.  Це неприхований геноцид українського народу! Смерть російським окупантам! #stoprussia
2022-03-03T08:05:41+00:00	1240	None	None	video/mp4	🔴 У Чернігові снаряд потрапив у нафтобазу🔻 3 березня близько 08:10 у Чернігові по вул. Чудінова на території держпідприємства «Комбінат Айстра» під час обстрілу снаряд потрапив у нафтобазу.🔻 Загорілися резервуари загальною місткістю 3 тисячі кубометрів дизельного пального.🔻 Інформація щодо жертв та постраждалих уточнюється.🔻 На місці працюють 25 працівників і 5 одиниць техніки ДСНС.#stoprussia
2022-03-03T07:54:01+00:00	1239	None	None	unknown	І знову до чудових новин
2022-03-03T07:40:17+00:00	1238	None	None	no	🙃 Окупанти попросилися в Енергодар, щоб сфотографуватися на фоні ЗАЕС для звіту  Про цей жарт року розповів голова НАЕК «Енергоатом» Петро Котін:  🔻 Окупанти виходять на переговори з керівництвом міста Енергодар.  🔻 Кажуть, що їм достатньо хоч трохи увійти до міста, сфотографуватися на тлі ЗАЕС та надіслати звіт керівництву.  Хлопці, ми вам для будь-якого міста листівочку зафотошопимо, вам пора вже додому!  #stoprussia
2022-03-03T07:35:24+00:00	1237	None	None	no	🔴 Блогери і медіа: не допомагайте ворогу коригувати вогонь!  🔻 Генштаб ЗСУ закликає блогерів і ЗМІ не публікувати в режимі реального часу інформацію про те, куди влучили ворожі ракети і яких руйнувань завдали.  🔻 Чому? Ваша оперативна інформація може допомогти ворожим артилеристам і навідникам коригувати вогонь.  🔻 Почекайте видавати в ефір, так ви збережете комусь життя.  #stoprussia
2022-03-03T07:18:38+00:00	1236	None	None	no	Укрзалізниця робить всі рейси зі сходу в напрямку заходу України евакуаційними і закриває продаж квитків на них. Тепер пасажири, яким потрібно виїхати з гарячих точок, можуть безкоштовно користуватись наступними графіковими поїздами:✅№1/2 Константинівка - Івано-Франківськ✅№3/4 Запоріжжя - Ужгород✅№5/6 Маріуполь - Рахів✅№7/8 Київ - Чернівці✅№15/16 Харків - Рахів✅№17/18 Харків - Ужгород✅№21/22 Харків - Трускавець✅№25/26 Одеса - Рахів✅№29/30 Київ - Ужгород✅№31/32 Кривий Ріг - Ужгород✅№35/36 Одеса - Перемишль✅№37/38 Одеса - Ужгород✅№41/42 Дніпро - Трускавець✅№45/46 Краматорськ - Ужгород✅№49/50 Київ - Трускавець✅№55/56 Київ - Рахів✅№57/59-№58/60 Київ - Ворохта, Чоп✅№77/78 Одеса - Ковель✅№81/82 Київ - Ужгород✅№85/87-86/88 Новоолексіївка - Львів, Ковель✅№91/92 Київ - Львів✅№95/96 Київ - Рахів✅№97/98 Київ - Ковель✅№114/113-142/141 Лиман - Львів✅№119/120 Запоріжжя - Львів✅№129/130 Кременчуг - Ворохта✅№149/150 Полтава - Чернівці✅№135/136 Одеса - Чернівці✅№249/250 Київ - Чернівці✅№749/750 Київ - Івано-Франківськ✅№ 705 Дарниця - Київ Пас – Львів ✅№ 715 Дарниця - Київ Пас - Львів  ✅№ 723 Харків – Львів ✅№ 747 Киів – Тернопіль.Посадка на ці поїзди, як і на інші евакуаційні, пріоритетна для дітей, жінок та літніх людей. Час відправлення та маршрут поїздів може змінюватись залежно від оперативної ситуації.
