war	allegedly	so-called 	nationalists 	nazis 	fascists	the goals of the special operation	azov	bandera	banderites	free 	hysteria	unfriendly	great power	west	fascism	foreign agent 	brotherly nations	people of donbass 	russophobia 	russophobic	soros	great victory 	anglo-saxons	great patriotic war	external control 	spiritual scrapes 	denacification 	deukrainianization	demilitarization 	kiev regime 	special operation 	on ukraine	in ukraine	in donbass 	junta	kiev regime 	coup d'etat	reunification of crimea and sevastopol with russia 	return of crimea	civil war	ukraine border with the crimea	export of ukraine with crimea 	dnr	lnr	people's republics of donbass	self-proclaimed republics	borders of lnr/dnr	russian volunteers	self-defense	militia 	retirees	vacationers	novorossiya	southeast ukraine	southeast ukraine	baltic countries	belarus	belorussia	old russian	post-soviet space	near abroad 	color revolution 	ukrainian crisis	internal conflict in ukraine 	ukrainian-russian conflict 	armed formations of ukraine 	punishers 	kiev army 	republic of crimea	aggression of ukraine against donbass	genocide of the inhabitants of donbass 	8 years	russian spring	declaration of will of the people 	crimean referendum 	the polite men 	crimean blockade	crimean bridge 	special status of donbass 	people of donbass 	people's militia	forced migrants	blockage of supplies 	national battalion 	ukrainian nationalist paramilitaries 	demarcation line 	buffer zone 	russian world	orthodox world	prednestrovian moldavian republic 	republic of abkhazia 	south ossetia 	russcists	rashism	attack	invasion	russia's war against ukraine	deceased	fake	rape	looting	victims	arms deliveries	children	refugees	europe	war crimes	genocide 	pumping	pump	negotiations	sanctions 	embargo	kremlin 	kremlin regime	text
22	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	Ukrainian emergency services officers in Kharkiv trying to remove the body of a rocket they said had been fired by Russian forces on Friday.  LVIV, Ukraine — One week into their invasion of Ukraine, Russian forces are ramping up assaults on civilian areas, making strategic advances in the coastal south and beginning to lay siege to major cities.  The invasion by President Vladimir V. Putin’s troops, which began on Feb. 24, kicked off Europe’s largest ground war since World War II.  In the days since, parts of towns and cities along Ukraine’s eastern border with Russia have been reduced to rubble by Russian forces, according video evidence verified by The New York Times and interviews with residents who fled. Major cities, including the capital, Kyiv, have faced significant onslaughts, with Ukrainian officials saying Russian forces had taken control of the first major city in the war, the strategic southern port of Kherson.  As the war moves to an increasingly brutal phase, Russian artillery and rocket fire have cut off electricity, water and heat to many communities. Reports are also multiplying of Russian strikes against hospitals, schools, apartment complexes and critical civilian infrastructure. And a humanitarian crisis looms: More than a million people have already fled the country, according to the head of the United Nations refugee agency.  Even as Russian forces continue their onslaught, soldiers and civilian warriors from Ukraine, a country of 44 million, are fiercely resisting the attack of its much larger and more heavily armed neighbor.  Russia has been making huge gains across the country, especially in the south, but it has yet to gain air superiority over Ukraine, a strategic setback for Mr. Putin that analysts attribute to Ukraine’s fighter jets and surprisingly resilient air defenses. Officials from Ukraine and the United States also say that a number of Russian units — which reportedly include many young, poorly trained conscripts — have been hampered a bit by delays, poor morale and shortages of food and fuel.  President Volodymyr Zelensky of Ukraine vowed on Thursday to regain control of parts of the country where Russian forces had made gains.  “I am sure of this: if they entered somewhere, it is only temporarily,” he said in an address to the nation. “We’ll drive them out. With shame.”  Here’s how the war is evolving:  Image Ukrainians taking shelter in a subway station in Kyiv on Wednesday. Credit... Lynsey Addario for The New York Times  Bombarding the capital  After facing stiffer than expected resistance, Mr. Putin has escalated the bombardment of Kyiv as his forces seek to topple the government. As many as 15,000 people, mostly women and children, have taken up residence in the subway system, The Times’s Andrew Kramer reported from Kyiv.  This week, a missile hit a television tower in Kyiv, and airstrikes hit a residential area of Zhytomyr, a city less than 100 miles west of Kyiv. A video verified by The New York Times also showed what appeared to be two Russian warplanes flying at low altitude moments before an airstrike hit a residential apartment complex in Irpin, a city on Kyiv’s northwestern limits.  Such attacks, along with a convoy roughly 40 miles long of Russian military vehicles that has been moving toward Kyiv in recent days, have stirred fears that troops may encircle and bombard what just a week ago was a peaceful, modern European capital of about 2.8 million people. But on Thursday, there were indications that the convoy may be struggling with soggy ground and other logistical issues slowing its advance.  Image A building of the Karazin Kharkiv National University after shelling in Kharkiv. Credit... Sergey Bobok/Agence France-Presse — Getty Images  Laying siege to cities  Mr. Putin’s forces have already surrounded the northeastern city of Kharkiv, 20 miles from the Russian border, and have been pummeling it from the outside with missiles and artillery shells.  Taking Kharkiv, Ukraine’s second-largest city, would be a major strategic prize and could allow Russia to consolidate its forces in other areas. But holding a city requires significant troop presence, and Russia is already facing a rebellion of the general public. It is unclear what Russian forces plan to do should they gain control of government buildings — or how they would deal with what would probably be an insurgent effort to oust them.  What’s clear for now is that laying siege to Kharkiv will most likely inflict heavy collateral damage on civilians as the war grinds on. There are already reports of men, women and children in Kharkiv going days without food and water, huddled in freezing basement shelters as Russian forces continue to bombard a city that just a week ago had a population of 1.5 million.  Russia is also mounting increasingly brazen attacks on Kharkiv’s downtown infrastructure, a strategy intended to make the civilian population flee as part of a precursor to a ground invasion. Missiles have been hitting administrative buildings, and there have been clashes with Russian forces as they probe and test the city’s defenses.  Image Volunteers filling sand bags in Kropyvnytskyi, southern Ukraine, on Sunday evening, in effort to fortify the city’s defenses. Credit... Tyler Hicks/The New York Times  Gaining in strategic areas  Russia has made important strategic gains in recent days across southern Ukraine’s Black Sea coast. Securing the south would cut off the Ukrainian government’s access to vital ports and could allow Russia to bring troops and supplies in by sea.  From the southern coast, Russian troops could move northward toward Kyiv and link up with fellow Russians who have been fighting in eastern Ukraine. That would expand Mr. Putin’s control east of the Dnieper River, which cuts through the center of Ukraine and divides its western and eastern regions.  Odessa, Ukraine’s biggest port city, is not as militarily significant as the nearby Crimean Peninsula, which Russia annexed in 2014. But seizing it would be essential if Russia wants to control southern Ukraine, The Times’s Michael Schwirtz reported from Odessa on Wednesday.  Now that Russian forces have moved into the southern port of Kherson, they have a path to Odessa. They have also surrounded another key port city, Mariupol. If Mariupol falls, two flanks of Russian and Russian-backed fighters would be able to trap Ukraine’s forces in the southeast.  Russian naval ships have gathered just outside Ukraine’s territorial waters in the Black Sea. Ukraine has accused Russia of firing on civilian ships and using them as cover.  Image The scene at the train station in Lviv on Wednesday, as thousands continued to flee the fighting in the east and south of Ukraine. Credit... Ivor Prickett for The New York Times  Rising anxiety  In western Ukraine, people have sought refuge from the invasion in Lviv, a city of ornate buildings about 45 miles from the Polish border that has so far been spared heavy combat.  But since the first air raid siren wailed a week ago, there has been a growing sense of urgency and anxiety in Lviv.  A vast network of volunteers has emerged to help both those fleeing conflict and others heading off to the front. The roads into the city have also been lined with checkpoints and hastily erected defenses.  Heavily armed soldiers patrol the streets, stopping strangers and apprehending people they contend are Russian agents and saboteurs. In one incident that a New York Times reporter witnessed in Lviv on Tuesday, several men were pulled out of a red sedan in the heart of the old town and bundled away by security.  In restaurants that remain open, bottled water is now served exclusively in plastic bottles. The glass ones are being used to make Molotov cocktails.  Marc Santora reported from Lviv, Ukraine, and Mike Ives from Seoul.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The situation now: Russian forces gained ground in critical parts of southern Ukraine, while the advance against Kyiv made less progress.
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOCHI, Russia — On Feb. 23, Razil Malikov, a tank driver in the Russian Army, called his family and said he would be home soon; his unit’s military drills in Crimea were just about wrapping up.  The next morning, Russia invaded Ukraine, and Mr. Malikov hasn’t been heard from since. On Monday, Ukraine published a video of a captured soldier in his unit, apologizing for taking part in the invasion.  “He had no idea they could send him to Ukraine,” Mr. Malikov’s brother, Rashid Allaberganov, said in a phone interview from the south-central Russian region of Bashkortostan. “Everyone is in a state of shock.”  The reality of war is dawning across Russia.  On Wednesday, the Russian Defense Ministry for the first time announced a death toll for Russian servicemen in the conflict. While casualty figures in wartime are notoriously unreliable — and Ukraine has put the total of Russian dead in the thousands — the 498 Moscow acknowledged in the seven days of fighting is the largest in any of its military operations since the war in Chechnya, which marked the beginning of President Vladimir V. Putin’s tenure in 1999.
2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	This winter, Russia moved military units from its border with China and other parts of the east to near Ukraine and to Belarus to prepare for the invasion. The movements indicated a high level of trust between Russian and Chinese officials.  China and Russia have been strengthening their economic, diplomatic and military ties for years. Mr. Xi and Mr. Putin met 37 times as national leaders before their latest conclave in Beijing. The ambitious joint statement that the two nations issued during that meeting alarmed American and European officials, especially because it was the first time China had explicitly sided with Russia on issues concerning NATO and European security. European leaders have denounced China and Russia since then.  Representative Mike Gallagher, Republican of Wisconsin and a member of the House Intelligence Committee, said he was not familiar with the intelligence on discussions between Russia and China over Ukraine, but Beijing’s support of Moscow was clear.  “The Chinese support all of Putin’s narrative to blame the West for provoking Russia,” Mr. Gallagher said. “I see no change in the Chinese views on Russia. They remain in a de facto alliance against the West at this point.”  For months, some American officials tried to recruit China to help avert the war.  Days after President Biden spoke to Mr. Xi in a video summit on Nov. 15, senior American officials decided to present intelligence on the Russian troop buildup around Ukraine to senior Chinese officials to try to get them to persuade Mr. Putin to stand down. The Americans talked to Qin Gang, the Chinese ambassador in Washington, and to Wang Yi, the foreign minister. In a half-dozen meetings, including one in Washington between U.S. officials and the Chinese ambassador just hours before the Russian invasion, Chinese officials expressed skepticism that Mr. Putin would invade Ukraine, American officials said.  After one diplomatic exchange in December, U.S. officials received intelligence showing Beijing had shared the information with Moscow, telling the Russians that the United States was trying to sow discord and that China would not try to impede Russian plans, American officials said.  U.S. intelligence findings and assessments of Russian plans for an invasion of Ukraine have generally been accurate. The Americans began a campaign last fall to share intelligence with mainly ally and partner nations and to present declassified material to the public to build pressure on Russia to halt any planned invasion. William J. Burns, the C.I.A. director, flew to Moscow on Nov. 2 to confront the Russians with the information, and on Nov. 17, American intelligence officials shared their findings with NATO.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BEIJING — On Wednesday night, the organizers of the Paralympic Winter Games were resolute that they had no option except to allow Russian and Belarusian athletes to compete. On Thursday afternoon, they were equally resolute when they came to the opposite conclusion.  In a stunning reversal, the International Paralympic Committee bowed to heavy internal pressure and barred athletes from Russia and Belarus on the eve of the opening ceremony, extending the global sporting isolation of both countries in the wake of the invasion of Ukraine.  Citing threats by several federations to boycott the Paralympic Games, mounting discontent in the athletes’ village and fears that a “deteriorating” situation there could lead to violence, the International Paralympic Committee said the situation had changed so dramatically overnight that the viability of the Games would be in jeopardy if organizers did not expel the Russian and Belarusian delegations.  “The environment in the village is deteriorating,” said Andrew Parsons, the president of the I.P.C. He said rising anger and threats by multiple national committees, some under pressure from their governments, to withdraw from the Games had made the situation “untenable.”
4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WASHINGTON — President Biden’s State of the Union address on Tuesday was the start of an election-year push to reframe his domestic agenda away from the sweeping aspirations of his first year in office and toward more practical and politically appealing goals: driving down rising prices, controlling the pandemic, addressing crime.  Gone were the expansive warnings about the “existential threat” of climate change, explicit promises to advance “racial equity” in infrastructure projects and even the name of his $2.2 trillion Build Back Better package of social welfare and climate spending, once promoted as a transformative initiative akin to the Great Society programs of the 1960s. Instead, Mr. Biden described his agenda as a solution to the “rising cost of food, gas, housing,” pivoting to more centrist language in a nod to disaffected moderate Democrats who have pushed for their party to focus on the daily concerns of voters ahead of midterm elections they are expected to lose.  But while Mr. Biden changed his message, he spent much of his speech calling on Congress to resurrect pieces of his stalled domestic agenda, including expanding child care, lowering prescription drug prices and a minimum wage raise proposal that faltered in the Senate early in his term. And it was not clear how successful Mr. Biden would be in salvaging pieces of the social policy package, which fell apart late last year amid opposition from key moderates in his party.  There were glimmers of hope on Wednesday for reviving some aspects of Mr. Biden’s plan. Senator Joe Manchin III of West Virginia, the centrist Democrat who abruptly ended talks over the sprawling spending plan in December, outlined the broad strokes of a package he could support, after weeks of declining to discuss details.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	64.4% of the global population Received at least one dose Received additional dose Fully vaccinated Partially vaccinated  More than 4.94 billion people worldwide have received a dose of a Covid-19 vaccine, equal to about 64.4 percent of the world population. This map shows the stark gap between vaccination programs in different countries.  At least one dose Fully vaccinated Additional dose Share of population receiving at least one dose 20% 35% 50% 65% 80% No data Double-click to zoom into the map. + –  Vaccinations by country Pct. of population Doses administered Vaccinated Fully vaccinated Additional dose Per 100 people Total Additional doses World 64% 57% 18% 140 10,725,630,841 1,399,459,433 U.A.E. >99% 97% 49% 247 24,105,222 4,739,547 Brunei 94% 93% 27% 237 1,026,843 118,331 * Portugal 94% 91% 60% 222 22,838,059 6,159,249 Chile 94% 91% 73% 255 48,240,042 13,893,676 Cuba 94% 87% 52% 309 34,971,046 5,938,099 Malta 94% 92% 68% 247 1,241,680 342,571 Mainland China 91% 88% 40% 224 3,124,118,000 554,728,000 Argentina 90% 80% 37% 208 93,505,353 16,803,650 Cambodia 88% 84% 47% 213 35,067,827 7,754,478 Singapore 87% 86% 63% 236 13,452,417 3,576,231 Spain 87% 83% 51% 196 92,491,318 24,031,054 Australia 87% 81% 45% 213 53,932,803 11,415,349 South Korea 87% 86% 61% 230 119,055,501 31,359,539 Canada 87% 82% 46% 215 80,879,075 17,426,048 Show all Note: Some countries may have started administering additional doses but have not reported data yet. Table shows countries with at least 100,000 people. Use the search feature to find data for countries with smaller populations. Numbers marked with an asterisk * were last reported more than two weeks ago. · Source: Vaccinations data from local governments via Our World in Data.  The data is compiled from government sources by the Our World in Data project at the University of Oxford. A vaccinated person refers to someone who has received at least one dose of a vaccine, and a fully vaccinated person has received either a single-dose vaccine or both doses of a two-dose vaccine, such as the Pfizer-BioNTech and Moderna shots.  U.S. vaccinations tracker › How many have been vaccinated, and who’s eligible  Vaccine doses remain relatively scarce globally. But concerns around waning immunity have prompted many countries, including the United States and Israel, to start administering additional doses.  Additional doses include booster doses given to fully vaccinated individuals when the protection from the original shots has begun to decline, as well as extra shots given to people, such as the immunocompromised, who did not have a strong immune response from their initial doses. More than 1.4 billion additional doses have been administered worldwide, with many more countries expected to start administering them soon.  Tracking vaccination rates by country Charts show countries with at least 100,000 people  Less wealthy countries are relying on a vaccine-sharing arrangement called Covax, which originally aimed to provide two billion doses by the end of 2021 but repeatedly cut its forecasts because of production problems, export bans and vaccine hoarding by wealthy nations.  This has led to a striking divide between regions of the world. Africa has the slowest vaccination rate of any continent, with just 17.4 percent of the population receiving at least one dose of a vaccine.  Vaccination rates by region As a share of total population. The height of each bar is proportional to the region’s population. Partially vaccinated Fully vaccinated Received additional dose U.S. and Canada 77% at least one dose Latin America 76% Asia-Pacific 75% Europe 68% Middle East 53% Africa 17% 0% 20% 40% 60% 80% 100%  Vaccination rates continue to lag in low-income countries, where only 13 percent of the population has received at least one dose of a vaccine. In high- and upper-middle-income countries, 79 percent of the population has received at least one dose.  Vaccination rates by country income level Share of total population receiving at least one dose of a vaccine. Circles are sized by country population. Some countries may have started to administer doses but have not yet reported data. No doses reported >0% 20% 40% 60% 80% 100% High-income countries Upper-middle Lower-middle Low Note: Countries with no reported vaccinations either have not started a widespread vaccination campaign or are not regularly reporting data on the number of doses administered.  Most of the vaccines currently in use require two doses for a patient to be fully vaccinated. In February 2021, the Food and Drug Administration authorized a one-shot vaccine by pharmaceutical giant Johnson & Johnson for emergency use in the United States.  Where each vaccine is being used Oxford-AstraZeneca 181 countries Pfizer-BioNTech 154 countries Sinopharm-Beijing 86 countries Moderna 86 countries Johnson & Johnson 81 countries Gamaleya (Sputnik V) 49 countries Sinovac 47 countries Bharat Biotech (Covaxin) 8 countries CanSino 7 countries Sputnik Light 5 countries Abdala 4 countries Soberana 02 3 countries Sinopharm-Wuhan 2 countries ZF2001 2 countries Novavax 2 countries QazVac 2 countries Vector Institute (EpiVacCorona) 2 countries COVIran Barekat 1 country FAKHRAVAC 1 country Razi Cov Pars 1 country Medigen 1 country Turkovac 1 country Note: The Oxford-AstraZeneca vaccine is known as Covishield in India. Only countries that report doses administered are shown. Other countries may have approved vaccines but have not administered them yet. · Source: Our World in Data
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	In January 2019, on the day that Tlaib and Omar were sworn in, Senate Republicans added language to a bipartisan bill reauthorizing aid to Israel that affirmed state and local governments’ right to sever ties with companies that boycotted or divested from the country. This was a nod to the more than two dozen state legislatures that already had laws responding to the Boycott, Divestment and Sanctions movement. The Democratic Socialists of America, of which Tlaib is a member, endorsed B.D.S. in 2017, and both Tlaib and Omar had voiced support for the movement. In response to the Republicans’ bill, a version of which was previously introduced in 2017, Tlaib tweeted that the sponsors “forgot what country they represent,” which critics charged was perpetuating an anti-Semitic trope accusing Jews of dual loyalty.  Tlaib’s timing couldn’t have been worse: The Democrats had recently taken control of the House, and Republicans had already zeroed in on the Squad’s left-wing politics. “I don’t see much hope for changing where Tlaib and Omar are, but there is a battle in the Democratic Party,” Norm Coleman, the former Republican senator from Minnesota who now presides over the Republican Jewish Coalition, said at the time. House Democrats “will have to make choices about whether they’ll quiet those voices or whether they’ll remain quiet.”  Kevin McCarthy, the House minority leader, admonished Democratic leadership for not “taking action” against the anti-Israel stance of Tlaib and Omar, to which Omar tweeted in reply, “It’s all about the Benjamins” — $100 bills. The ensuing maelstrom defined Tlaib’s career for the next several months. Tlaib came to the defense of Omar (who apologized the next day) even as Democratic leaders issued a statement to condemn Omar for anti-Semitic remarks. The party was already sharply divided on B.D.S.; Speaker Nancy Pelosi described it as a “dangerous” ideology “masquerading as policy.” By that summer, the House overwhelmingly passed a bipartisan resolution to oppose boycott efforts targeting Israel; Pressley broke with her Squadmates and voted in favor. The anti-Semitism charge, Lara Friedman told me, was a “sharp knife” that Republicans could throw “and watch Democrats attack each other.”  According to Tlaib’s friends and staff, she hadn’t expected the level of vitriol flung at her and her colleagues. Yet, at times, even her critics seemed unsure of how to respond to Tlaib’s unique position as a Palestinian American member of Congress. Shortly after her election in 2018, Tlaib announced plans to lead a congressional delegation to the Palestinian territories, a tour that would focus on poverty and water access. The trip would coincide with the annual AIPAC-sponsored congressional visit to Israel led by Steny Hoyer, the House majority leader. After public encouragement from Donald Trump, Netanyahu announced on Twitter that Tlaib and Omar, who planned to join the trip, were barred from entering because of their support for B.D.S. The move drew criticism from Hoyer, and even AIPAC and several Republicans. Tlaib asked permission to at least visit her grandmother in the West Bank, who was 90 years old at the time, promising to not promote boycotts while there. Israel acceded to the terms, but in a sudden about-face, Tlaib decided not to go. In a statement, Tlaib said that visiting under “oppressive conditions meant to humiliate me would break my grandmother’s heart.”  One aide to a Squad member, who asked for anonymity to speak freely, told me that wanting to show solidarity with Tlaib gave their boss more courage to speak on the issue. McCollum told me she receives less pushback from colleagues now than she did for her earlier efforts to recognize basic rights of Palestinians. “If I can speak out about what’s happening at home,” she said, “why can’t I point out when another democracy is not behaving in a way that I think lives up to human rights norms?”  Even President Biden, who during the May 2021 conflict reiterated Israel’s right to defend itself, made a point of speaking to Tlaib about the situation when he met her on an airport tarmac during a trip to Michigan. According to Tlaib, Biden brought up the conflict first, asking how her family was doing in the West Bank. Over the course of the eight-minute conversation that followed, the president listened as Tlaib spoke about the dire situation in the West Bank. “Everything you’re doing is enabling it more,” she later said she told him.
10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	So for instance, Turkey, which has become a much more authoritarian country under Erdogan, is being very aggressive in countering Russia. There’s no sort of axis of authoritarianism between Turkey and Russia. Meanwhile, India, which is more democratic, has been more hesitant in going after Russia. And you could go on down the list. But basically there’s just a lot of ways in which the world runs on interest-based alignments as much as on ideological ones, even right now.  Lulu Garcia-Navarro: Which brings us, I think, to Biden. He got a united front from both parties in Congress on Ukraine during the State of the Union. How does that help him, the West, in the days and weeks to come, if at all?  Thomas L. Friedman: I think Biden’s done a good job of both rallying America and rallying the NATO alliance and the global world here. I think that’s been very important. And I’m sure he’ll benefit politically from that. But for me, Lulu, what drives everything is what happens on the ground in Ukraine. And if the Ukrainians can hold out in this hyper-connected moment, even just for another week or two, and continue to inflict casualties on the Russians, that’s going to be what drives everything and will open up all kinds of possibilities.  Yara Bayoumy: I think we actually saw a shift in Biden’s messaging in the run-up to this conflict, then kind of turning very deliberately towards addressing Americans and kind of trying to communicate the costs that this means, especially in terms of rising energy prices, which I think is a concern for many Americans as well. And as we’ve been seeing, after the withdrawal from Afghanistan, all of this talk about how the U.S. is kind of no longer in the war business.  For Biden to be confronted with this scenario has meant that he can no longer focus domestically possibly as much as he would have liked to, and has to put a lot of attention on this crisis right now. But it will inevitably have repercussions at home as well. And I think that is where Biden is also really mindful of and trying to make the case and tread this very fine line between the U.S. standing firm against Russia’s aggression but also stating very clearly why that is important and why it is important for Americans to bear some of these inevitable costs.  Ross Douthat: I think Biden has done a good job so far. I think his administration has done a good job in this weeklong context of the war in terms of taking a leadership role but also letting Europeans take the lead as they need to do for our interests and their own, in terms of not leaping towards crazy ideas like a no-fly zone while also genuinely supporting the Ukrainians. I don’t know how much it helps Biden politically in the long run, any of this.  The two most likely scenarios are the grinding occupation and war in Ukraine. That doesn’t help Biden politically. But then I can also imagine a world where we do some version of the dirty deal that we’re talking about, that I think is probably necessary, where then Republicans run against Biden in 2024 saying, “Why did he cut this deal with the evil aggressor Putin?”
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	For many of us, the horror is visceral and personal. My uncle, for example, is Ukrainian and my wife’s grandmother, born in the Ukrainian city of Vinnytsia, survived the Nazi occupation of Kyiv. It’s hard to find a Russian family without Ukrainian relatives and friends, husbands and wives, girlfriends and boyfriends, chess partners and colleagues. Many of them are now hiding in bomb shelters in Kyiv and Kharkiv.  They’re under attack by a Russian Army whose soldiers — young men who have spent their entire lives under Mr. Putin — look forlorn and confused. They were told by their commanders that they were going to the Ukrainian border to take part in logistical drills, only to find themselves at war. Mr. Putin seemingly dreamed of a quick victory with Russian-speaking Ukrainians welcoming their “liberators” with flowers, the Ukrainian Army surrendering en masse and the country’s leaders fleeing in fear. None of this is happening.  Instead, as the Ukrainians bravely resist the onslaught, Russians are feeling the pain of wide-ranging international sanctions and reprisals. With no European Union country accepting flights from Russia and America closing its airspace, thousands have been left scrambling in airports — while others wait in long lines at A.T.M.s as the ruble plunges. For ordinary Russians, poorer and cut off from the world, the costs of Mr. Putin’s aggression will be high.  State propaganda is baying hysterically, doing its best to rally people behind the war — even while refusing to call it that. In fact, the censorship ministry is punishing those few remaining independent media organizations, including Meduza, where I work, that dare to call Russia’s war what it is. On Tuesday, the government took Echo of Moscow and TV Rain, the last remaining independent radio station and TV channel, off the air. Demands to punish the “fifth columnists” and “traitors” — in effect those who sympathize with Ukraine — are growing louder and louder. Political repression will surely intensify.  The Kremlin would like to suggest that most Russians are unconcerned about the misery already ricocheting their way. According to a state-owned pollster, 68 percent of citizens support the war. But there’s a big caveat: The survey never mentioned war at all. Instead, it asked people whether they support what the government calls a “special military operation,” aimed among other things at “preventing a NATO base in Ukraine” and “denazification of Ukraine.” What the poll really shows is how state media dominates public opinion.
