labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok	war	allegedly	so-called 	nationalists 	nazis 	fascists	the goals of the special operation	azov	bandera	banderites	free 	hysteria	unfriendly	great power	west	fascism	foreign agent 	brotherly nations	people of donbass 	russophobia 	russophobic	soros	great victory 	anglo-saxons	great patriotic war	external control 	spiritual scrapes 	denacification 	deukrainianization	demilitarization 	kiev regime 	special operation 	on ukraine	in ukraine	in donbass 	junta	kiev regime 	coup d'etat	reunification of crimea and sevastopol with russia 	return of crimea	civil war	ukraine border with the crimea	export of ukraine with crimea 	dnr	lnr	people's republics of donbass	self-proclaimed republics	borders of lnr/dnr	russian volunteers	self-defense	militia 	retirees	vacationers	novorossiya	southeast ukraine	southeast ukraine	baltic countries	belarus	belorussia	old russian	post-soviet space	near abroad 	color revolution 	ukrainian crisis	internal conflict in ukraine 	ukrainian-russian conflict 	armed formations of ukraine 	punishers 	kiev army 	republic of crimea	aggression of ukraine against donbass	genocide of the inhabitants of donbass 	8 years	russian spring	declaration of will of the people 	crimean referendum 	the polite men 	crimean blockade	crimean bridge 	special status of donbass 	people of donbass 	people's militia	forced migrants	blockage of supplies 	national battalion 	ukrainian nationalist paramilitaries 	demarcation line 	buffer zone 	russian world	orthodox world	prednestrovian moldavian republic 	republic of abkhazia 	south ossetia 	russcists	rashism	attack	invasion	russia's war against ukraine	deceased	fake	rape	looting	victims	arms deliveries	children	refugees	europe	war crimes	genocide 	pumping	pump	negotiations	sanctions 	embargo	kremlin 	kremlin regime	text
newsua.tsv	52	0	8	446	69	17	0	19.804597701149426	143	3	99	0	0	0	3	8	1	1	21	87	24	103	61	17	42	137	109	87	57	130	10	8	10	15	2	28	12	34	9	26	0	1723	40	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Лівонська війна1558-1583  Польсько-московська війна 1609-1618  Московсько-турецька війна 1710-1713  Кримська війна 1853-1856  Російсько-японська війна 1904-1905  Перша світова війна 1914-1918  Польсько-радянська війна 1919-1921  Перша Чеченська війна 1994-1996  ✎ Якщо ви знайшли помилку, будь ласка, виділіть речення в тексті та натисніть Ctrl+Enter  Шановні друзі! Сайт потребує Вашої підтримки!      Міфи треба розвінчувати. Особливо тоді, коли тебе намагаються ними залякувати. Нині, навколо загрози російського вторгнення в Україну, складається саме така ситуація. Треба лишень подивитися, як протягом століть, Московія ганебно програвала війни, які сама ж починала, нахваляючись, як вона «однім махом всєх побівахом».Міф про «непобедимость великой России» формувався їхньою пропагандою впродовж століть. Але саме в останні роки він став особливо нав’язливий, кітчево-кричущий. Чого лишень у цьому міфові немає: тут і «переможна» Куликовська битва, після якої ще 100 років платилася данина ординцям, і перемога над Наполеоном у 1812-му, але без розгрому під Аустерліцем, з принизливим Тільзитським миром, а потім і поразкою під Бородіно та спаленою Москвою. Сюди ж і перемога над нацистами, яку Москва приписує виключно собі й вельми не любить згадувати ні про пакт Молотова-Ріббентропа, ні про мільйонні втрати в перші два роки німецько-радянської війни, які сталися виключно з вини вищого радянського керівництва та багато чого іншого.Щоб трохи розвіяти пропагандистський чад великоросійського «побєдобєсія», нагадаймо про декілька катастрофічних та ганебних поразок «нєсокрушимой і лєгєндарной».У відомого польського художника Яна Матейка є картина «Стефан Баторій під Псковом». На ній зображено посольство царя Івана Грозного до Стефана Баторія з проханням про мир. Саме з ім’ям цього польського короля і талановитого полководця пов’язують поразку Московського царства у Лівонській війні. Воєнному фіаско московітів сприяли також й інші чинники: зовнішній – спустошливі набіги кримських татар і внутрішній – опричнина.Лівонська війна – збройний конфлікт ХVІ століття, спровокований Іваном Грозним, у якому брали участь східноєвропейські та скандинавські країни за контроль над землями Лівонії (територія сучасних Латвії та Естонії), закінчилась Ям-Запольським (1582) і Плюсським (1583) перемир’ями. Згідно з першим, укладеним Москвою з Річчю Посполитою, московити відмовлялися від Лівонії та низки власних територій, хоча їм і поверталися деякі прикордонні землі. За Плюсським перемир’ям зі Швецією Московія позбавлялася власних міст, прилеглих до узбережжя Балтики, зберігши за собою лише вузький вихід до Балтійського моря в гирлі Неви. Крім того, ця війна призвела до Порухи – надзвичайно важкої економічної кризи останніх років царювання Івана Грозного, за якою прийшла доба «Великої Смути».З 1568 року участь у Лівонській війні на боці Польщі брали українські козаки. Вона стала першою офіційною війною в історії українського козацтва.Ця війна стала і однією з основних подій Смутного часу, і однією з основних його причин. З 1610 по 1612 Москва навіть була зайнята польсько-литовськими військами. Війна закінчилася для московітів ганебним Деулінським перемир’ям. Московія поступилася Польщі Смоленською, Чернігівською та Новгород-Сіверською землями, в яких було 29 міст, і відмовлялася від претензій на Лівонію. Польсько-російський кордон суттєво наблизився до Москви. Відстань від неї до прикордонної Вязьми становила лише 250 верст (266 км), а Річ Посполита на 50 років встановила найбільші розміри своєї території за всю історію.До речі, визнавати царем першого Романова – Михайла – Польща відмовилася, а польський король Владислав до 1634 року зберігав за собою титул московського царя, і під час урочистих прийомів надівав московську корону.18 тисяч козаків під проводом Петра Конашевича-Сагайдачного брали участь у війні на польському боці, зокрема й в облозі Москви восени 1618 року.Центральна подія цієї війни – провальний Прутський похід Петра І на Південь України та в Молдову, затіяний задля того, щоб полонити Карла XII та Івана Мазепу. В результаті Петро I разом з майбутньою Катериною I самі ледве не потрапили в полон й уникли його лише завдяки підкупу візира та низки турецьких воєначальників.За Прутським мирним договором (1711) Росія повернула Туреччині захоплений у 1696 році Азов, продала Туреччині всі свої кораблі на Азовському морі, зрила укріплення Таганрога та інших фортець на півдні, з-під влади Росії вийшла Запорізька Січ.Але головним підсумком цієї війни стала втрата Росією виходу до Азовського моря і нещодавно збудованого південного флоту. Азов був знову захоплений російською армією лише через 25 років.Під час Московсько-турецької війни 1710-1713 років на боці Османської імперії билося приблизно до 90 тисяч запорозьких козаків, зокрема й загони під проводом Пилипа Орлика.Війна, розпочата Росією проти Туреччини за панування в чорноморських протоках і Балканах, перетворилася на війну проти коаліції Англії, Франції, Османської імперії та Сардинського королівства. Ця війна закінчилася для Росії катастрофою. По суті, Микола I втягнув економічно відсталу, феодально-кріпосницьку Росію у військовий конфлікт із сильними європейськими державами, який нічим, крім поразки, закінчитися не міг. До речі, Микола І, який після повстання декабристів на роки закрив країну від світу, теж наполягав на «особливому шляху», «стабільності» та всюди бачив ворогів. Тож і не дивно, що російська архаїка розгромно програла західному прогресу.Підписаний Паризький мирний договір вимагав від Росії повернути Туреччині всі раніше захоплені території; також їй заборонили мати у Чорному морі військовий флот; Росія втратила вплив на Балкани.Щоправда, саме ця поразка спонукала згодом Олександра II до реформ, зокрема, скасування кріпацтва.Російський імператор Микола ІІ замислював цю війну як «маленьку і переможну» і абсолютно не сприймав всерйоз Японію. Теж маленьку у порівнянні з величезною Російською імперією. Ця війна була покликана відволікти народні маси від внутрішніх проблем, а також встановити російський контроль над Маньчжурією та Кореєю.Ключовою подією стала Цусімська битва в травні 1905, коли російська 2-га Тихоокеанська ескадра під командуванням віце-адмірала Рождєственського зазнала нищівної поразки від Імператорського флоту Японії під командуванням адмірала Хейхатіро Тоґо, якого називали «Нельсоном Сходу». Російська нібито «непереможна» армада була буквально розтрощена маленькою Японією. Ця війна стала «золотим еталоном» поразки за наявності галасливої «ура-пропаганди» і значної переваги у людських і матеріальних ресурсах.Портсмутський мирний договір 1905 року передбачив передачу Росією Японії половини Сахаліну, орендні права на Ляодунський півострів з Порт-Артуром та частину Південно-Маньчжурської залізниці. Росія також визнала Корею японської зоною впливу, і право Японії на риболовлю вздовж російських берегів.Перша світова починалася з неймовірного патріотичної ейфорії, щоправда, не тільки в Російській імперії, але й повсюдно в Європі. Участь у цій війні стала абсолютно марною для Росії справою. Найболіснішим був розгром російських армій у Східній Пруссії буквально одразу – в серпні 1914-го. Зрештою ця війна призвела до більшовицького перевороту, поваленню самодержавства та розвалу Російської Імперії.Підписавши сепаратний Брестський мир (1918) за півроку до капітуляції Німеччини, Росія відмовилася від території площею 780 тис. кв. км. з втратою значної частини сільськогосподарської та промислової бази країни, з населенням у третину всього населення Російської імперії. І з визнанням виплати мільярдних репарацій та інших принизливих умов.У СРСР дуже не любили згадувати цю ганебно програну війну, розпочату більшовиками ще до утворення Радянського Союзу. Відразу після капітуляції Німеччини у Першій світовій війні Радянська Росія захотіла повернути собі частину територій колишньої Російської імперії та встановити на них «плацдарм для всесвітньої революції». Але не так сталося, як гадалося: ключовим моментом протистояння стала масштабна Варшавська битва (1920), яка увійшла в історію як «Диво на Віслі». Тоді Юзеф Пілсудський розгромив війська Михайла Тухачевського, Польська Республіка захистила власну незалежність і завдала поразки Червоній арміїЗа Ризьким мирним договором Росія зобов’язалася повернути Польщі всі культурні цінності, вивезені з її території починаючи з 1772 року, і сплатити полякам репарацію у вигляді 30 млн золотих рублів.Варто пам’ятати, що полякам допомагали майже 20 тисяч українців, які воювали у з’єднаннях УНР.Цю війну ще називають Зимовою війною. Конфлікт почався з вторгнення радянської армії до Фінляндії 30 листопада 1939 року, після провокації з «обстрілом Майніли». Основна причина: Пакт Молотова-Ріббентропа розв’язав Сталіну руки. Закінчилася війна через три з половиною місяці підписанням у березні 1940-го Московського мирного договору. Росія (СРСР) називає Радянсько-фінську війну для себе переможною, але насправді все було далеко не так.Незважаючи на фантастичну військову перевагу, особливо в живій силі, а також у танках і літаках, Радянський Союз зазнав величезних втрат і спочатку був на межі поразки. 4-мільйонний народ маленької Фінляндії воював з 5-мільйонною армією новітньої російської імперії, хіба що з іншою назвою. Совітам довелось перегруповуватися і, заваливши бойовище трупами власних солдатів, примусити фінів дещо відійти від кордону. Ліга Націй – попередниця ООН – визнала напад незаконним і виключила СРСР з організації. Це був величезний репутаційний удар. Фінляндія, хоча й поступилася 9% власної території згідно з умовами Московського мирного договору, все ж зберегла суверенітет.Ця війна виявила слабкі сторони Червоної армії й переконала Гітлера, що напад на СРСР буде успішним.Звісно, можна було б згадати багато чого: і програну СРСР війну в Іспанії, і Афганістан, і зрештою Холодну війну, яка власне й призвела до краху радянського проєкту, як колись поразка в Першій світовій призвела до розвалу Російської імперії, але згадаймо першу війну Росії в її новітній історії – першу Чеченську. Знову «великая Россия» воювала проти маленького гордого народу, який боровся за власну незалежність. Російський генерал Павло Грачов похвалявся: «Дайте мені загін десантників, і ми розберемося з цими чеченами!». Втім, бойові дії тривали два роки поспіль, два роки поспіль понад 38 тисяч російських солдатів (ЗС та МВС) намагалися знищити чеченських бійців генерала Дудаєва і полковника Масхадова, але з того нічого не вийшло. Де-факто РФ програла війну Чеченській Республіці Ічкерія. Перетворивши міста і села на руїну, Москва так і не змогла «усмирить» бунтівний регіон.У Другій Чеченській, яка велася вже під проводом Путіна, «перемогу» росіяни фактично купили, передавши Чечню клану Кадирова. В результаті, багатомільярдні дотації, які Москва платить Грозному, інакше ніж «даниною» в РФ не називають. А ще – Путін практично впав у залежність від Кадирова – змушений мовчки терпіти його диктаторські вихватки не лише у Чечні, а й у Росії – теж.
newsua.tsv	21	0	1	109	25	0	0	17.966666666666665	67	0	26	0	0	0	1	4	0	0	9	8	4	17	12	8	3	23	43	6	26	11	1	2	0	6	0	19	3	13	5	17	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	✎ Якщо ви знайшли помилку, будь ласка, виділіть речення в тексті та натисніть Ctrl+Enter  Шановні друзі! Сайт потребує Вашої підтримки!      Чим відомі слідчі ДБР, які розслідують сфабриковану справу проти Петра Порошенка, розбирались журналісти Watchdogs.info на телеканалі “Прямий”.Збирати й вести справу доручили команді “професіоналів” – по судових документах згадуються імена дев’ятьох слідчих. І деякі із них мають зв’язки з одіозним заступником голови Офісу президента Олегом Татаровим.Отже, головний слідчий у вугільній справі – старший слідчий ДБР з особливо важливих справ Максим Дзвоник. Відомо, що раніше Дзвоник працював слідчим в СБУ, а в ДБР перейшов наприкінці травня 2021 року. Виходить, одразу новобранцю доручили курувати особливо важливу “вугільну” справу. Дзвоник жваво взявся до справ. За його клопотанням у грудні суд надав дозвіл на арешт ще одного фігуранта у справі – ексміністра палива та енергетики Володимира Демчишина.Після гучного судового засідання по обранню запобіжного заходу Порошенку головний слідчий у справі Максим Дзвоник та заступник генпрокурора Олексій Симоненко, який підписував підозру, потрапили до бази сайту “Миротворець” із формулюванням зокрема такими, як “свідомі дії, спрямовані на руйнування правоохоронної системи України шляхом її дискредитації” та “співучасник злочину із фабрикації справ”.Як відомо, з 2014-го року сайт “Миротворець” позиціонується як інтернет-база, до якої вносять дані осіб, яких підозрюють у підриві національної безпеки.Ще один цікавий слідчий з ДБР, дотичний до вугільної справи – це Сергій Гадайчук. На відміну від Максима Дзвоника, згадок у мережі про нього набагато більше. Гадайчук починав будувати свою кар’єру з міліційних лав. А у 2013-му році він став героєм журналістських розслідувань про фабрикацію кримінальних справ проти активістів, які їздили до Межигір’я. Це відбувалося у той самий момент, коли в МВС справи активістів та майданівців курував Олег Татаров.Коли останній пішов у підпілля, а Гадайчук з Броварського відділку перейшов працювати до Головного управління Нацполіції у Київській області, а тепер збирає докази у ДБР для особливо важливої вугільної справи.І якщо Гадайчук був лише одним із гвинтиків правоохоронної системи зразка 13-го року, яку тоді курував Татаров, то в справі Порошенка зустрілася ще одна слідча, яка перетиналася із ним безпосередньо на науковому ґрунті.Слідча ДБР Олена Осетрова, яка відома тим, що досі розслідує справу “слуги” Тетяни Третьякової щодо висловлювань про “дітей низької якості”, також досліджує проблемні питання антикорупційних розслідувань. Зокрема, вона була науковим керівником дисертанта – здобувача наукового ступеня кандидата юридичних наук в Національній Академії внутрішніх справ. А опонентом на захисті виступав той самий Олег Татаров. А в наукових колах відомо – успіх дисертації дуже залежить від опонентів. Тож, схоже, там все добре склалося.Ще один слідчий ДБР Ігор Ковеза відзначився тим, що приходив у жовтні 2019-го з обшуком до будинку волонтерки Олени Біленької, відомої більше як Маруся Звіробій, у справі про погрозу вбивством президенту Зеленському. Цю справу з такою приголомшливою кваліфікацією порушили в ДБР після інтернет-трансляції Марусі та Софії Федини. І, здається, її штучність та абсурдність була зрозуміла навіть школярам. Але ДБР серйозно береться за справи, якщо цього забажає одна-єдина людина.
newsua.tsv	52	0	7	219	64	16	2	15.417582417582418	148	3	69	0	0	0	1	16	5	2	20	22	10	21	78	17	43	52	108	22	87	68	4	2	14	6	1	22	12	31	8	20	0	1403	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	✎ Якщо ви знайшли помилку, будь ласка, виділіть речення в тексті та натисніть Ctrl+Enter  Шановні друзі! Сайт потребує Вашої підтримки!      Як і чому це сталось йдеться в новому випуску Watchdogs.Розслідування.Для нового-“старого” члена наглядової ради “Укрзалізниці” Сергія Лещенка понеділок 10 січня почався у Флориді й не з робочих питань. Сам Лещенко не хизується відпочинком, але його дружина — діджейка Анастасія Топольська похвалилась у сторіс з відпочинку у своєму інстаграмі. Лещенко потрапив у кадр, розбираючи речі у каюті із видом на океан.Відомо, що уся сім’я Лещенка новорічні свята проводять у Сполучених Штатах. З донькою Уляною відвідували Діснейленд, “Universal Studios”, а цього тижня — кружляють на лайнері по Карибському басейну.Варто відзначити, що мандрують вони Карибами на одному з найбільших круїзних лайнерів у світі “Гармонія морів”. Це 5-зірковий готель на воді із власним аквапарком, парком, атракціонами, кількома басейнами, ресторанами, казино, концертними майданчиками тощо.Скільки ж “залізничне сімейство” виклало за свій відпочинок на Карибах? Діджейка Настя запостила в інстаграмі їхній з Лещенком номер, і там видно, що це кімната із балконом з видом на океан. Розслідувачі Watchdogs попідбирали опції на сайті, який продає ці круїзи й з’ясувалося, що семиденний тур на трьох може коштувати близько 8 тисяч доларів. Це ціна лише самого туру, а до Америки ще треба долетіти, там витрачатися на розваги. Так що цінник на зимовий відпочинок Лещенка можна множити у 2-3 рази. Судячи з усього, він точно може собі дозволити такий відпочинок, бо зарплату як члена наглядової ради за робочі дні січня йому вже нараховують.Які зарплати отримують члени наглядової ради “Укрзалізниці”? Сам Лещенко за період своєї “попередньої” каденції в наглядовій раді “Укрзалізниці” декларував щомісячну зарплату у понад 300 тисяч гривень на місяць. Свіжої декларації він подати ще не встиг.21 вересня минулого року Кабмін не продовжив контракти з чотирма членами наглядової ради Укрзалізниці, зокрема із Сергієм Лещенком. Але для самого Лещенка тоді це стало приводом розповідати всім, що до залізниці він вже жодного стосунку не має. Тоді, схоже, всю свою енергію він спрямував на написання коментарів під постами критиків діяльності Банкової.Чутки про повернення Лещенка до наглядової раду почали з’являтися одразу після його звільнення. Згодом це, підтвердилося, і офіційне подання на повернення Лещенка зробив міністр інфраструктури Олександр Кубраков. Разом із Лещенком він зажадав ввести до наглядової ради УЗ ще одного персонажа — Давида Ламджарія. Ще тоді це викликало хвилю обурення, особливо на фоні кричущої різниці між зарплатами звичайних залізничників та керівництва компанії.Можна було б виправдати астрономічні зарплати як правління, так і членів наглядової ради УЗ, якби були результати їхньої роботи! Що є натомість? У серпні в.о. голови правління Укрзалізниці став Олександр Камишін. Тобто, на посаді він — майже пів року, вже можна робити перші підсумки. Ось вони: виконання фінансового плану УЗ за 4-тий квартал минулого року! Абсолютний провал по всіх показниках без виключення.Лише чистого прибутку замість майже 5 млрд грн отримали заледве один мільярд. Тобто, не виконали план на 85%, але у звітах примудрилися показати… прибуток! Прозвітували про перемогу у формальних звітах коштом звичайних працівників. На звичайних залізничниках зекономили, проте на менеджмент та наглядову раду грошей вистачає!Середня зарплата звичайного залізничника на цей рік – 12,5 тис. грн. І це якщо він не потрапить під заплановане скорочення персоналу. Усе це прямо прописано у фінансовому плані УЗ на цей рік. Якщо за минулий рік з “Укрзалізниці” звільнилося 11 тисяч робітників, то ще 14 тисяч планують скоротити в цьому році. Членам наглядової ради передбачили зарплатню у 250 тис. грн на місяць, а членам правління, в 720 тис. грн щомісяця.Отже, в останні передноворічні дні стало відомо, що Кабмін таки затвердив нову наглядову Раду “Укрзалізниці”. А тепер давайте уважніше придивимося, хто ж оті інші суперпрофесіонали, що будуть так само отримувати чверть мільйона гривень, наглядаючи за діяльністю УЗ?Уряд за своєю квотою призначив туди ще двох осіб. Це юрист Сергій Москаленко та грузинський бізнесмен Давид Ломджарія.Чи не єдиний помітний здобуток пана Москаленка — це кандидатство у народні депутати у 2019-му році від “Слуг народу”. Про його досвід роботи на залізниці нічого невідомо, хоча очевидно, що партія його не забула і через два роки знайшла тепле місце у держкомпанії.Все, що відомо про Ломдажарію досі — він був генеральним директором компанії “Іберія Рефрешмент” у Грузії, яка керує там кількома світовими брендами безалкогольних напоїв на чолі з Пепсі. Тобто відчайдушними зусиллями цілого українського уряду в наглядову раду стратегічного підприємства спромоглися знайти колишнього журналіста, який і так був у попередній наглядовій раді, кандидата-невдаху в депутати від “Слуг народу” і… продавця Пепсі з Грузії?!Лише за пошук кандидатів до наглядової ради “Укрзалізниця” заплатила кругленьку суму. Ну, Лещенко, Ламджарія та Москаленко — то подання уряду. Інших чотирьох членів шукали через рекрутерів.Був конкурс, який проводило міністерство економіки. Але на конкурс вже прийшли кандидати, яких відібрало спеціальне рекрутингове агентство. Документи почали приймати ще в кінці вересня.Попередній відбір кандидатів у наглядову раду здійснював “професійний консультант з добору персоналу”. Тобто, не стандартний конкурс, а якісь консультант, який, по факту, і вирішив долю конкурсу. Хто ж він такий?Професійним консультантом виявилося ТОВ “Езекьютів Сьорч Юкрейн” – це українська юридична особа міжнародної рекрутингової групи Амроп. З’ясувалося, що компанія ходила на тендери з підбору персоналу для держкомпаній з 2018-го року, але особливого успіху на них не досягала. Перший суттєвий підряд на майже мільйон гривень виграла в грудні 2019-го – шукала управлінців для “Укренерго”. А ось у 2021-му році вже пощастило більше — компанія виграла вже 4 тендери на 5 із гаком млн грн за підбір кадрів у держкомпанії.І майже чотири мільйони заплатила їй за це “Укрзалізниця”. По два мільйони — за підбір кадрів в управління та наглядову раду компанії.Завдяки рекрутерам, які відібрали кандидатів, що пройшли конкурс, маємо ще чотирьох колег для Сергія Лещенка і компанії, які були призначені за квотою уряду Гебхард Хафер та Олександр Долл з Німеччини працювали в ДойчеБан (це тамтешній аналог “Укрзалізниці”) багато років. Вони чи не єдині, до кого не виникає питань в плані професійності.Натомість ще до одного “колеги” Якуба Карновськи з Польщі, питання є. У 2012-15 роках він очолював польську залізницю, яку готував до приватизації. В мережі багато схвальних відгуків про результати його праці, чого не можна сказати про його кримінальний шлейф. У 2019 році прокуратура звинуватила Карновського та ще трьох топменеджерів польської залізниці у завищенні ціни при купівлі приватного чеського вантажного перевізника AWT. У нього навіть забрали закордонний паспорт та заборонили виїзд за межі Польщі. Карновські називав це політичним переслідуванням і через чотири роки судової тяганини процес таки виграв.Простим підрахунком виходимо на цифру в 500 тисяч гривень — у таку цифру обійшовся пошук одного кандидата до наглядової ради УЗ. Це, щоб вже напевно було, вирішили не продешевитиІ ще цікавий факт: тендер на пошук кандидатів для УЗ на 2 мільйони виграла ТОВ “Езекьютів Сьорч Юкрейн” – українська філія міжнародної компанії Амроп. У 2021-му році партнером компанії, тобто фактично її співвласником, стала така собі Олена Сєргєєва, вона є викладачкою Київської школи економіки. З 2016-го року цей навчальний заклад очолює колишній міністр економіки в уряді Гончарука Тимофій Милованов. Після втрати міністерського портфеля Милованов став радником президента Зеленського, а у червні 2021-го року ще й очолив наглядову раду “Укроборонпрому”. І майже одразу з’ясувалося, що напередодні призначення на посаду, дочірня компанія “Укроборонпрому” замовила у Київської школи економіки якісь “ринкові дослідження” за майже 2 млн грн.Після розголосу Милованов свою причетність до цієї сумнівної закупівлі заперечував і взагалі заявив, що КШЕ проведе це дослідження безплатно. Але, через 10 днів після цього скандалу розгорівся новий! У своєму фейсбуку Милованов похизувався тим, що Київська школа економіки проводить навчання для співробітників “Енергоатому”, тільки от тендер на це навчання вартістю у 8 млн грн на той момент лише проходив! І переможця мали назвати лише за два тижні. Правильно, це та сама Олена Сергеєва.
