war	allegedly	so-called 	nationalists 	nazis 	fascists	the goals of the special operation	azov	bandera	banderites	free 	hysteria	unfriendly	great power	west	fascism	foreign agent 	brotherly nations	people of donbass 	russophobia 	russophobic	soros	great victory 	anglo-saxons	great patriotic war	external control 	spiritual scrapes 	denacification 	deukrainianization	demilitarization 	kiev regime 	special operation 	on ukraine	in ukraine	in donbass 	junta	kiev regime 	coup d'etat	reunification of crimea and sevastopol with russia 	return of crimea	civil war	ukraine border with the crimea	export of ukraine with crimea 	dnr	lnr	people's republics of donbass	self-proclaimed republics	borders of lnr/dnr	russian volunteers	self-defense	militia 	retirees	vacationers	novorossiya	southeast ukraine	southeast ukraine	baltic countries	belarus	belorussia	old russian	post-soviet space	near abroad 	color revolution 	ukrainian crisis	internal conflict in ukraine 	ukrainian-russian conflict 	armed formations of ukraine 	punishers 	kiev army 	republic of crimea	aggression of ukraine against donbass	genocide of the inhabitants of donbass 	8 years	russian spring	declaration of will of the people 	crimean referendum 	the polite men 	crimean blockade	crimean bridge 	special status of donbass 	people of donbass 	people's militia	forced migrants	blockage of supplies 	national battalion 	ukrainian nationalist paramilitaries 	demarcation line 	buffer zone 	russian world	orthodox world	prednestrovian moldavian republic 	republic of abkhazia 	south ossetia 	russcists	rashism	attack	invasion	russia's war against ukraine	deceased	fake	rape	looting	victims	arms deliveries	children	refugees	europe	war crimes	genocide 	pumping	pump	negotiations	sanctions 	embargo	kremlin 	kremlin regime	text
12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	An oil refinery in Omsk, Russia. Officials said Mr. Biden had struggled for days about whether to ban Russian oil imports amid concerns about whether it would accelerate the already rapid rise in the price of gasoline in the U.S.  WASHINGTON — President Biden is expected on Tuesday morning to ban the importation of Russian oil into the United States, a senior administration official said, making the move after pressure from lawmakers in both parties to punish Russia for its invasion of Ukraine.  Mr. Biden is scheduled to make the announcement at 10:45 a.m. Tuesday from the White House. In a statement, the administration said Mr. Biden would “announce actions to continue to hold Russia accountable for its unprovoked and unjustified war on Ukraine.”  The move would shut off the relatively small flow of oil into the United States, which receives less than 10 percent of its energy resources from Russia. But Republicans and Democrats in Congress had been urging the president to take the step to ensure that President Vladimir V. Putin of Russia was not profiting from American purchases of oil.  Officials said Mr. Biden had struggled for days about whether to take the step amid concerns about whether it would accelerate the already rapid rise in the price of gasoline at the pumps — a potent political issue for Americans in a critical election year.  Already, concern about disruptions in the flow of oil around the world has pushed up the price of Brent crude, the global benchmark for oil. On Tuesday morning, Brent crude hit $130 a barrel. It has been as high as $139 a barrel, up 26 percent over the past week.  And on Monday, anticipation of a ban on oil by the United States shook financial markets. The S&P 500 fell 3 percent, its sharpest daily decline since October 2020. The Nasdaq composite dropped 3.6 percent and is now 20 percent off its November record.  But the pressure on Mr. Biden to act has been intense. Lawmakers from both parties in Congress began discussing on Monday legislation that would ban Russian oil and suspend normal trade relations with Russia and Belarus. Speaker Nancy Pelosi, Democrat of California, has repeatedly endorsed those actions, telling reporters last week: “I’m all for that. Ban it.”  It was not immediately clear when the ban would take effect. The United States and its allies in Europe and elsewhere have already imposed severe sanctions and export restrictions on Russia. The threat of those sanctions was initially designed to try to deter an invasion from happening in the first place  Those steps — which failed to prevent the war — include freezing the assets of major Russian banks and Mr. Putin’s wealthy Russian friends, cutting some Russian banks off from the international banking system, and blocking Russia from acquiring certain imports, including high-tech equipment.  Mr. Biden and his counterparts had purposely exempted energy resources from those sanctions in an effort to ensure the steady flow of natural gas and oil throughout the world.  But it is unlikely that Mr. Biden will be joined by the leaders of European countries, officials said. Europe gets about 30 percent of its oil from Russia, and leaders there have been wary of taking a step that would cut off that supply.  The president met virtually with the leaders of Britain, France and Germany on Monday morning to discuss the issue.  On Monday — before news of Mr. Biden’s announcement — Alexander Novak, the Russian deputy prime minister, warned that Russia could cut Europe off from the delivery of natural gas through a pipeline if the allies move to stop importing Russian oil.  “It is absolutely clear that a rejection of Russian oil would lead to catastrophic consequences for the global market,” Mr. Novak said.  “European politicians need to honestly warn their citizens and consumers what to expect,” he said. “If you want to reject energy supplies from Russia, go ahead. We are ready for it. We know where we could redirect the volumes to.”  Senator Chris Coons, Democrat of Delaware, said Tuesday that Americans needed to be ready for the consequences if Russia retaliated, a move he said would be aimed at dividing the allies.  “We might well see energy prices double because Putin realizes that he’s got Western Europe over a barrel,” Mr. Coons said on CNN.
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The situation now: President Biden will ban the import of Russian oil into the United States, a significant escalation in economic penalties for Russia’s invasion of Ukraine.
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	During a trip through the Eastern European countries that fear they could next face Mr. Putin’s military, General Milley has consistently been asked the same questions. Why have the Russians performed so poorly in the early days of the war? Why did they so badly misjudge the Ukrainian resistance?  His careful response, before reporters in Estonia: “We’ve seen a large, combined-arms, multi-axis invasion of the second-largest country in Europe, Ukraine, by Russian air, ground, special forces, intelligence forces,” he said, before describing some of the bombardment brought by Russia and his concern over its “indiscriminate firing” on civilians.  “It’s a little bit early to draw any definitive lessons learned,” he added. “But one of the lessons that’s clearly evident is that the will of the people, the will of the Ukrainian people, and the importance of national leadership and the fighting skills of the Ukrainian army has come through loud and clear.”  While the Russian army’s troubles are real, the public’s view of the fight is skewed by the realities of the information battlefield. Russia remains keen to play down the war and provides little information about its victories or defeats, contributing to an incomplete picture.  But a dissection of the Russian military’s performance so far, compiled from interviews with two dozen American, NATO and Ukrainian officials, paints a portrait of young, inexperienced conscripted soldiers who have not been empowered to make on-the-spot decisions, and a noncommissioned officer corps that isn’t allowed to make decisions either. Russia’s military leadership, with Gen. Valery Gerasimov at the top, is far too centralized; lieutenants must ask him for permission even on small matters, said the officials, who spoke on the condition of anonymity to discuss operational matters.  In addition, the Russian senior officers have proved so far to be risk-averse, the officials said.  Their caution partly explains why they still don’t have air superiority over all of Ukraine, for example, American officials said. Faced with bad weather in northern Ukraine, the Russian officers grounded some Russian attack planes and helicopters, and forced others to fly at lower altitudes, making them more vulnerable to Ukrainian ground fire, a senior Pentagon official said.  “Most Russian capabilities have been sitting on the sidelines,” said Michael Kofman, director of Russia studies at CNA, a defense research institute, in an email. “The force employment is completely irrational, preparations for a real war near nonexistent and morale incredibly low because troops were clearly not told they would be sent into this fight.”
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	A week after a chorus of Western executives from Exxon Mobil, BP, Shell and other companies denounced Moscow’s violent onslaught in Ukraine and pledged to pull their companies out of Russian ventures, it appears the turbulence for Russia’s energy industry has only begun.  For the oil companies, three decades of carefully nurturing investments in what was always a difficult political environment is poised to quickly go by the boards. But the high point of Western involvement in Russia passed years ago, pushed along in part by outrage over Moscow’s annexation of Crimea in 2014.  The Russian oil industry, though, is likely to experience a wrenching reworking about how it does business in the coming weeks, months and even years. In the short term, this painful reckoning will come not so much because blue-chip oil companies are leaving, but because Russian oil and gas have suddenly become toxic to many buyers.  On Tuesday, President Biden plans to announce a ban on Russian oil imports to the United States, a move aimed at further penalizing Russia. Earlier in the day, Shell, Europe’s largest oil company, said it would stop buying the country’s oil and gas and “withdraw from its involvement in all Russian hydrocarbons.”
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	One trade website, which bills itself as “the global authority in superyachting,” claims that the vessel’s owner is “known to be a Middle Eastern billionaire.” The Scheherazade shares a name with the female storyteller in “The Arabian Nights,” and it made one brief foray into the Red Sea in September 2020, calling at the Egyptian port of Hurghada. But mostly it stays in Marina di Carrara, where it has been moored since last September.  Locals have their own theory about the ship’s ownership. Some have heard people onboard speaking Russian. And Scheherazade is also the title of a symphony by the Russian composer Nikolai Rimsky-Korsakov.  “Everybody calls it Putin’s yacht, but nobody knows whose it is,” said Ernesto Rossi, a retired clerk who was taking a walk along the marina’s promenade on Friday. “It’s a rumor that’s been going around for months.”  In Italy, the phrase “Putin’s yacht” has become shorthand for a mysterious and ultra-luxurious ship. It’s also a joke among the dozens of crew members, Captain Bennett-Pearce said. “I’ve heard the same rumors.”  Another, smaller vessel, the Graceful, has long been tied to the Russian president and is known as “Putin’s yacht.” It was tracked leaving Germany for the Russian port of Kaliningrad just weeks before the invasion of Ukraine. (U.S. government officials point out that Mr. Putin owns little outright; many of the luxurious homes or ships he uses are owned by oligarchs.)  Mr. Putin appears to have a penchant for big pleasure boats. During his time as Russia’s leader, he’s been photographed on yachts from Russia’s northern reaches to the Black Sea in the south. Last May, he and Alexander Lukashenko, the president of Belarus, took a cruise on a yacht at the Black Sea resort city of Sochi.  The Scheherazade’s builder, Lurssen Group, whose website promises customers “complete confidentiality,” declined to comment about its ownership. Until June 2020, when the completed ship left the pier in Bremen, Germany, it had the code name “Lightning.” The same company built the even bigger superyacht the Dilbar. A similar gigantic yacht, code-named “Luminance,” is now being built at Lurssen, scheduled to be completed next year.
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	At a televised gathering with female pilots and crew members from Aeroflot, Russia’s flagship airline carrier, one participant asked President Vladimir V. Putin a question that was perfectly crafted to conform with new government rules for reporting on his invasion of Ukraine.  “We all support your actions, the special military operation that is proceeding there,” said one pilot, seated among some 20 women in Aeroflot uniforms at a long table, each with her own clear glass teapot. “We know that civilians do not suffer, but please reassure us what is at the end of this path.”  Mr. Putin responded with a litany of his grievances against Ukraine, but neither his answer nor any of the questions mentioned the reality of Ukraine — the violent destruction of cities and towns by the Russian military, the civilian deaths, the desperate exodus by millions of refugees. With virtually all media now under state control, that has all disappeared from domestic television screens and newspaper headlines.  To spend several days watching news broadcasts on the main state channels, as well as surveying state-controlled newspapers, is to witness the extent of the Kremlin’s efforts to sanitize its war with the Orwellian term “special military operation” — and to make all news coverage align with that message.
2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Even as President Vladimir V. Putin tightened his grip on Russian society over the past 22 years, small pockets of independent information and political expression remained online.  Any remnants of that are now gone.  As Mr. Putin has waged war on Ukraine, a digital barricade went up between Russia and the world. Both Russian authorities and multinational internet companies built the wall with breathtaking speed. And the moves have ruptured an open internet that was once seen as helping to integrate Russia into the global community.  TikTok and Netflix are suspending their services in the country. Facebook has been blocked. Twitter has been partly blocked, and YouTube’s future is in doubt. Apple, Samsung, Microsoft, Oracle, Cisco and others have pulled back or withdrawn entirely from Russia. Even online video games like Minecraft are no longer available.  The actions have turned Russia into a walled-off digital state akin to China and Iran, which tightly control the internet and censor foreign websites and dissent. China’s internet and the Western internet have become almost completely separate over the years, with few overlapping services and little direct communication. In Iran, the authorities have used internet blackouts during protests.
2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	In deciding to invade Ukraine, Vladimir Putin clearly misjudged everything. He had an exaggerated view of his own nation’s military might; my description last week of Russia as a Potemkin superpower, with far less strength than meets the eye, looks even truer now. He vastly underrated Ukrainian morale and military prowess, and failed to anticipate the resolve of democratic governments — especially, although not only, the Biden administration, which, in case you haven’t noticed, has done a remarkable job on everything from arming Ukraine to rallying the West around financial sanctions.  I can’t add anything to the discussion of the war itself, although I will note that much of the commentary I’ve been reading says that Russian forces are regrouping and will resume large-scale advances in a day or two — and has been saying that, day after day, for more than a week.  What I think I can add, however, is some analysis of the effects of sanctions, and in particular an answer to one question I keep being asked: Can China, by offering itself as an alternative trading partner, bail out Putin’s economy?  No, it can’t.  Let’s talk first about the impact of those sanctions.  One thing the West conspicuously hasn’t done is try to block Russian sales of oil and gas — the country’s principal exports. Oh, the United States might ban imports of Russian oil, but this would be a symbolic gesture: Oil is traded on a global market, so this would just reshuffle trade a bit, and in any case U.S. imports from Russia account for only about 5 percent of Russian production.
10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	Vladimir Putin was looking for a swift invasion that would halt Ukraine’s drift toward the West, reveal NATO’s fractures and weaknesses and solidify Russia as a global power. In response, the West threatened moderate sanctions, but ultimately showed little interest in stepping between Russia and Ukraine.  Then came the war, and everything changed. Russia’s invasion met with valiant Ukrainian resistance. President Volodymyr Zelensky became an international hero. NATO countries unified behind a truly punishing sanctions regime and significant military support. Russia’s attack strengthened Ukraine’s national identity — and its desire to join the European Union. A conflict that the U.S. and Europe were treating as purely strategic is now a conflict about the West’s most fundamental values.  [You can listen to this episode of “The Ezra Klein Show” on Apple, Spotify, Google or wherever you get your podcasts.]  Much of this has felt hopeful, even inspiring, to those watching from the comfort of home. But it has the potential to unleash a truly terrifying spiral of escalation. Putin, feeling backed into a corner, has raised the stakes. Last week, he called the West’s sanctions akin to an act of war and has put Russia’s nuclear arsenal on alert. And the global wave of support for Ukraine has made it increasingly difficult for Western leaders to de-escalate. In the fog of war, it isn’t hard to imagine an accident or miscommunication that triggers a World War III-like scenario.
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	I was born in Lviv in 1978. Then in the Soviet Union, the city had belonged to Poland for about 400 years and been a place where Poles, Ukrainians, Jews and Armenians lived side by side. In my youth, I was suffused with this borderland identity and thought of myself as existing at the intersection of cultures, never fully beholden to one. So when the Soviet Union fell, I wasn’t very interested in the new Ukrainian state. Instead, I longed to see Paris, Rome and Madrid, with their churches and museums, even if it meant half-starving, sleeping in parks and hitchhiking.  After my travels, I wanted to settle somewhere — and chose Poland, fulfilling my grandmother’s dream of living in the country. I didn’t even call it emigration: My hometown, after all, was only about 185 miles away. But after Poland joined the European Union in 2004, the border between the two countries, previously so easily passed, was garlanded with barbed wire. To get into the country, Ukrainians had to wait in a special line, much longer than E.U. citizens.  I began to dream about the abolition of the border. If Ukraine joined the European Union, say, I would be able to cherish once more my borderland identity — and things could look a bit like the Second Polish Republic, the interwar state where Poles, Ukrainians and other nationalities lived side by side. It was not, of course, an idyll: The Polish state dealt harshly with minorities, and Ukrainians who wanted to study in their own language or practice their religion faced oppression. Between Ukraine and Poland, there are still many “no-go areas.”  At the time, I didn’t really think of myself as Ukrainian. I was from Lviv, spoke Russian, Polish and Ukrainian, and lived in Poland: That seemed like enough. But as I was dreaming about the border falling between us, the Orange Revolution — a series of protests that expressed not only Ukrainians’ opposition to corruption but also, more profoundly perhaps, their European longings — broke out in Ukraine in 2004. At a solidarity demonstration in Krakow, I found myself, for the first time in my life, holding the blue-and-yellow flag. It was, my friend said, the conception of my Ukrainian identity.  For the next decade or so, it went no further. I have relatives and friends on both sides of the border, and I was regularly here and there. I followed events in Ukraine at a distance, as if wary of what could come from full immersion. I knew some educated, talented young Ukrainians who tried to build the new country. After a couple of years they were broken, burned out and bitterly disappointed by corruption that seemed to be unconquerable. In Poland, meanwhile, I continued to build a life for myself. I married, had children and worked away at my first novel, inspired in part by the colorful Ukrainian revolution.
